comment,paslon,sentiment
insya allah bpk luthfi dan taj yasin maemun menang 1 putaran kunfayakun bismillah alfatehaamiin,"andika_hendi, luthfi_taj",negatif
gus yasin yes,luthfi_taj,positif
jateng perkasa santai berwibawa no bolak balik contrekan apalagi yang hanya asal bapak suka hadeh jateng perkas 01,andika_hendi,negatif
saya orang jateng muak dengan lutfi,luthfi_taj,positif
ini yang barusan semalem di gedung mac gayam sari,unknown,positif
01,andika_hendi,positif
sudah bisa di pastikan jateng perkasa kawan,andika_hendi,positif
01,andika_hendi,positif
"andika hendy pilihan keluarga besar kami
joos gandoss",andika_hendi,positif
pilih 02 luthfiyasin,luthfi_taj,negatif
perkasa jawa tengahku,andika_hendi,positif
ngga keliatan ngambang semua bahkan cuman dikit yang nerusin program sebelumnya,unknown,negatif
pilih andika guys,andika_hendi,negatif
andika yes,andika_hendi,positif
koalisi  ppdi kaleh  koalisi p gerindra pileh endi,andika_hendi,negatif
gubernure pak lutfi bupatine pak vicky pemalang menuju revolusi,luthfi_taj,positif
no 2 ngadu ke pak prabowo minta dukungan  memalukan,luthfi_taj,netral
"dan masalah terbesarnya adalah banyak pemilih pak luthfi yg tidak mau komen 
tumpuk ae rene di tampung",luthfi_taj,negatif
kakean program ki di jalanke tenan boten pak lut 5 tahun nek kakean ita itu ki cepet lo pak,unknown,negatif
02 bikin mules,luthfi_taj,positif
dan pemenangnya adalah andhika hendi,andika_hendi,positif
pada saat andika ngomong pasangan 03 malah ngobrol dan ketawa ketiwi,andika_hendi,negatif
andika hendi pemimpin tepat untuk jawa tengah punya program yg tepat tidak menjual kedekatan dengan pusat kayak sebelah,andika_hendi,negatif
misal nomer 2 menang nggak kaget sih nyatanya kades2 dikerahkan semua seperti pilpres kmrendemokrasi rusak,luthfi_taj,negatif
wong semarang yakin pilih pak andika dan pak hendi,andika_hendi,negatif
"tata carane pilih pasangan gubernur sg bener lan cerdas
ng bilik suara tps
1 kartu suara dibuka didelok 
2 dipilih dicoblos","andika_hendi, luthfi_taj",negatif
joss 02 gubernur jateng,luthfi_taj,positif
buku sak rak di woco kabeh,unknown,negatif
02,luthfi_taj,netral
rambo not sambo,"andika_hendi, luthfi_taj",negatif
andika for jawa tengah,andika_hendi,positif
pak lutfi gus yasin pilihan tepat,luthfi_taj,positif
tenggelamkan wereng coklat,luthfi_taj,negatif
saya sekelurga pilih andika prakasa,andika_hendi,negatif
togel di wilayah semarang apa sudah clear,unknown,positif
kami 1 rw pilih pak andika,andika_hendi,negatif
aku pilih rambo bukan sambo,"andika_hendi, luthfi_taj",negatif
pilih yg santun dan perkasa,andika_hendi,positif
jateng perkasa bersama andika hendi amiin,andika_hendi,positif
ahmad lutfi minta bantuan presiden rakyat malah tambah simpati pada andika perkasa,"andika_hendi, luthfi_taj",negatif
"hanya 02 yg sudah berpengalaman gus yasin mantan wakil gubernur tahun lalu 
bismillahirrahmanirrahim kami warga jateng mendukung dan memilih 02 pak luthfi gus yasinprogramnya jelas dan pro rakyat cilik apalagi gus yasin sudah berpengalaman mantan wakil gubernur jawa tengah 
nasionalis religius",luthfi_taj,negatif
bpkandika  bpkhendy yes,andika_hendi,positif
semoga jawa tengah lebih maju dengan pemimpin baru,unknown,positif
jateng perkasa 01oke,andika_hendi,netral
02 nyontek dari tema dan seolah mengetahui pertanyaannyakeren dah tau topiknya,luthfi_taj,negatif
si kunir kampung tertinggi sedunia  daerah dieng masa iya pak,unknown,positif
andika hendi jagoan perkasa jateng,andika_hendi,netral
"disini yg mendukung o2 sebetulnya hanya 15 orang selebihnya andika 
tapi byk komentar untuk milih o2 tapi akun yg sama semua","andika_hendi, luthfi_taj",negatif
satu hati harga mati andika hendi pasti jadi,andika_hendi,negatif
lutfi dan mulyono tidak payu dijateng mau didukung prabowo atau donald trump gak akan pengaruhrakyat jateng cerdas all pilih andika,"andika_hendi, luthfi_taj",negatif
buzzer2 ikut bekerja tidak di liat dr visi misinyanya penting no banteng  hadehh hadeh rakyat fufufafa makin gk mutu,"andika_hendi, luthfi_taj",negatif
jawabannya lebih mantap dan berwibawa pak andika tetap pilih pak andika gak disetir banyak partai,andika_hendi,negatif
mau didukung prabowo dan simulyono tidak akan pengaruh rakyat tidak goblokrakyat sudah muak sama mulyonoapalagi sama lutfi yg bukan dari aklpolsedang prabowo dan gerindra mulai manuver blunder lihat saja prabowo seperti mulyono lama2 gerindra akan tenggelamintinya pak andika akan menang telak bravo andika,"andika_hendi, luthfi_taj",negatif
pokoe apa pun alasannya tetep mileh nomer 2putra mbah moen,luthfi_taj,negatif
jateng perkasa all in 01 andika hendi,andika_hendi,positif
dapat bansos tak terima tapi nyoblos ku tetep 1 broo yen wong cerdas kalau nyoblos selain 1 keledai,andika_hendi,negatif
santai tidak kesusu sabar andhika hendi,andika_hendi,netral
10 tahun di pimpin teko pdip ganok perubahane blassmalah ddi provinsi termiskinumr terkecil,andika_hendi,negatif
tetap pilih rambo bukan sambo,"andika_hendi, luthfi_taj",negatif
pilih andika orangnya jujur jangan pilih kelompok pembohong,andika_hendi,negatif
1,andika_hendi,positif
gus yasin daerahnya sendri rembang sj blm menentu sama sekali kho mau membangun bgmnjawabannya bukan akan tp tunjukan apa yg gus yasin lakukan selama 5 tahun bersama pak ganjar sebelumnya dan jawa tengah bukan satu golongan sj jd pemimpin itu merangkul semua holongan masyarakat yg ada di jawa tengah bukan lebih priorioritaskan satu golongan satu agama sj yakni bukan agama islam sj tp ada 6 agama jd skrg sdh ketahuan pasangan nomor urut 2 lebih mengutamakan satu golongan aj bukan merangkul semua golongan ada ada di jawa tengah dan debat bukan hafal2n jd harus pake buku bolpen tp berbicara apa yg sdh pernah dan yg mau buat itu yg berbicara jd bapak ibu memilih pemimpin yg mau merangkul semua golongan yakni pasangan calon nmor urut 1 andika hendi pas utk memimpin jawa tengah dan sdh terbukti pengalamannya utk memimpin jawa tengah pasti aman jos,"andika_hendi, luthfi_taj",negatif
pilihan kami sekeluarga tetap andika hendi gass pool menangkan andika hendi,andika_hendi,positif
pak luthfi gus yasin layak memimpin jawa tengah,luthfi_taj,positif
o 2  menang,luthfi_taj,negatif
yang penting jagan banteng,andika_hendi,positif
02 tidak jerdas sibuk buka tutup catatan bicaranya,luthfi_taj,negatif
penting ojo ngopeni togel,unknown,positif
mulyono mang bajingan ndablegkalo begini jateng siap chaos ratakan dan bakar seluruh kantor polisi dijateng,luthfi_taj,negatif
tekatku sudah bulat memilih pak andika hendi,andika_hendi,negatif
no pdi siapapun calonya,andika_hendi,negatif
jateng perkasa 01,andika_hendi,positif
rakyat wes ora percoyo karo clon sek kaean misi janji2ujunge sonkmeneh,luthfi_taj,positif
bravo kpu jateng,unknown,positif
wkwkwkwk debat bawabawa nama agamalawak,unknown,netral
wez mantep milih seko tni ae asli soko magelang mosok ape milih sambo wong suroboyo,"andika_hendi, luthfi_taj",negatif
"kami sekeluarga pilih andika  hendi

untuk jateng lebih baik",andika_hendi,netral
semua keluarga dan temanteman ku pilih no 03,unknown,positif
pps selabaya hadir,unknown,negatif
andika perkasa top,andika_hendi,positif
tetep pak andika perkasa,andika_hendi,negatif
bismillahirrahmanirrahim yakin aku dan klurgaku milih pak andika,andika_hendi,negatif
jos andika,andika_hendi,netral
"warga yang cerdas dan bijak pasti pilih andika  hendi

jateng perkasa",andika_hendi,netral
lutfi  yasin sibuk sendiri dengan contekan2 beda sama andhika  hendi yg lebih siap tnpa contekan2,"andika_hendi, luthfi_taj",negatif
andika hendi top,andika_hendi,positif
"pak andika lebih arif ilmiah visioner dan intelektual dalam berpendapat
tanpa teks pula",andika_hendi,positif
pertanyaan apapun jawaban nya ngopeni  ora mikir blass,unknown,negatif
moderator pembawa acara  yg cewek kaga pernah senyum cemberut melulu gt tidak ryamah,unknown,negatif
pilih grean tea drpd wafer,unknown,netral
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
andikahendi sakjose,andika_hendi,netral
saya bersama pak lutfi dan gus yasin,luthfi_taj,positif
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
wong cetho ya jelas milih e 02,luthfi_taj,negatif
nderek dawuhe pak prabowo kalian pak jokowi,luthfi_taj,negatif
01 pling ok,andika_hendi,positif
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
02,luthfi_taj,netral
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
tni lbh dipercaya rakyat kecil drpd polisi,"andika_hendi, luthfi_taj",netral
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj",negatif
tegal al in 02,luthfi_taj,positif
lupi ngoblang tok,unknown,negatif
semoga aja terpilih nya salah satu bpk menjadi jawa tengah menjadi makmur dan menjadi jawa tengah menjadi sejahtera,andika_hendi,positif
kasihan bintang 4 hanya dijadikan petugas partai,andika_hendi,negatif
derek pk prabowo mawon,luthfi_taj,positif
"andika  hendi
nomor  1",andika_hendi,positif
orang cerdas tdk pili sambo,luthfi_taj,negatif
menyala pak lutfi yasin,luthfi_taj,positif
andika hendi menang,andika_hendi,negatif
jateng bersama lutfi yasin asekk,luthfi_taj,positif
andhika hendi,andika_hendi,netral
01 pokoke,andika_hendi,positif
gacor pak lutfi  gus yasin,luthfi_taj,netral
gubernar ya oleh,unknown,netral
pak andika dan pak hendi semoga menang,andika_hendi,negatif
no 1 sangat sangat layak jd gubernur jateng,andika_hendi,positif
pak andika jelas cocok jadi pemimpin jateng all in dari boyolali utara,andika_hendi,positif
"pertarungan elite poltik
strateginya sebagai berikut 
1 calon baru yg kuat 2029 ditumbangkan dulu 
2 supaya anak 050607 dan beberapa ketum partai retreat magelang supaya bisa nyalon 2029 
3 mari di tawarkan kepada 08 mau dukung yg mana di 2029


hahaha  pertarungan elite politik ditentukan mulai dari pilkada 

masyarakat hanya kepuasan batin  dan memilih secara emosional kabaikan seseorangtokoh di dalam batin saja untuk saat ini 
karena visi misi tidak penting yang penting endorse dan didukung oleh tokoh

yg harus dipilih di pilkada sebagai berikut
 visi dan misi jelas","andika_hendi, luthfi_taj",negatif
02 lg bagi2 bansos dmn mana  mengerikan skema nya masih sama kya pilpres kmaren,luthfi_taj,netral
hahahahah tendensius orang aturan disuru nanya paslon kok tendensius dibilang ditanya ya jawab jawab ae  kok isi kayak terkesan prihatin kayak terzolimi tekniknya,unknown,negatif
gemetar kenapa ya pak andika pas di awal sambutan,andika_hendi,negatif
ada yg terlalu menggebu gebu  jatuhnya terlihat seakan emosian jatuhnya omon omon dan bisa nanti cawe sana cawe sini untuk terlihat baik di publik padahal emosian,unknown,negatif
ada yg emosian terlihat gimmick dan gerak gerik,unknown,negatif
lain aura vibrasi terasa pasangan andika hendi,andika_hendi,netral
sepurane pak yasinwinggi2 sampean tak coblos 2024 niki tak leren nyoblos sampean riyen,luthfi_taj,negatif
ini visi misi ahmad lutfi saya akan garis bawai yah kami tidak makan karena ada rakyat miskin yg tidak makan,luthfi_taj,negatif
no 2 pak lukfi,luthfi_taj,netral
ngapain pakek ambulan,unknown,negatif
pinter  pak lukfi  keren pasti masyarakat  pilihan  pak lukfi,luthfi_taj,netral
ia klu sehat pak aneh juga,unknown,netral
amin bismillah  pak lukfi,luthfi_taj,positif
semuga pak lukfi  lebih unggul penerus pak jokowi,luthfi_taj,netral
amin semanggat  pak lukfi,luthfi_taj,netral
yg memilih pak andika berarti otaknya cerdas sayangnya saya orang jabar bukan orang jateng jadi engga bisa memilih pak andika,andika_hendi,negatif
02 mantap,luthfi_taj,netral
menuju jateng perkasa,andika_hendi,positif
lutfi pinteran bahase jowo2 kuno sedangkan andika wong bandung ora bkal ngerti tpi dewene ngomong2 filosofi dw ne yo nyontek angger ngaku jowo asli yo jane ora usah nyontek toh,"andika_hendi, luthfi_taj",negatif
01 yes andika perkasa tetep di hati,andika_hendi,negatif
pokona aku dukung taz yasin,luthfi_taj,netral
hore sambo,luthfi_taj,positif
siapapun yg menang bs membawa jawa tengah lebih baikpeduli rakyat dan mengetahui kekurangan rakyat dan mau mendengarkan keluhan rakyat bisa bawa jateng lebih maju,unknown,positif
andika hendi menang,andika_hendi,negatif
pak andika kemenangan di depan mata,andika_hendi,positif
jateng waras pak  jateng sehat,unknown,positif
pake bpjs saja kadang susah apalagi gratis begitu kira kira no 2 kebanyakan janji janji,luthfi_taj,netral
jateng anti polisi sambo,luthfi_taj,netral
jateng all in andika,andika_hendi,netral
"iki sing komen koq raono sing milih jongose 12 partai yoo

bismillah tgl 27 sak keluarga dan tetangga terdekat akan memilihnyoblos no01 jateng perkasa","andika_hendi, luthfi_taj",negatif
andika hendi selalu perkasa dan menyala di jateng,andika_hendi,positif
tolong kasih saya penjelasanmengapa saya lebih cinta tni dari pada polisidan knp masyarakat lebih takut kpd polisi dari pada tnikalian sudah paham tanpa harus di jelaskanjk jateng ingin sejahtera jgn lupa pilih andika perkasa,"andika_hendi, luthfi_taj",negatif
aku akan mendukung langsung bagi yg punya misi menaikkan upah semua kota di jateng,unknown,positif
dekingane gede tapi kurang cerdas yaa percuma,unknown,netral
pasti 01 tetap perkasa buat jawa tengah,andika_hendi,positif
20718,"andika_hendi, luthfi_taj",netral
program pelayanan kesehatan gratis mmg bagus tp syg sekali tdk ada yg peduli dng kesadaran budaya hidup sehat masyarakat krn budaya hidup sehat sngt penting bg kemajuan sdm jateng,luthfi_taj,positif
paling top  pak andika,andika_hendi,positif
selalu suka debat pak hendi vs gus yasin,"andika_hendi, luthfi_taj",positif
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyatga banyak janji2,"andika_hendi, luthfi_taj",positif
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyatga banyak janji2,"andika_hendi, luthfi_taj",positif
tetap andika hendi,andika_hendi,positif
visi dan misi gubenur jateng,unknown,positif
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyatga banyak janji2,"andika_hendi, luthfi_taj",positif
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyatga banyak janji2,"andika_hendi, luthfi_taj",positif
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyat,andika_hendi,positif
andika perkasa hendar prihadi sopan santu nya dapat,andika_hendi,positif
tni pak prabowo cagub tni andika perkasa,"andika_hendi, luthfi_taj",netral
tetap terbaik jiwa pemimpin andika hendi,andika_hendi,positif
"yasin baperan sin yasin menyombongkan jabatannya eh di buka faktanya malah baperan gus gus yg dapat gelar gus siapa yg hatinya legowo siapa  haduh koyo ngono nyalon pemimpin guang kalen wae
mantep ayah nya mbah maimoen lebih pintar",luthfi_taj,netral
gus yasin terlalu banyak omon omon,luthfi_taj,negatif
tetap pak andika hendi,andika_hendi,positif
andika no 1,andika_hendi,negatif
rambo rambo yees,andika_hendi,negatif
andikahendi,andika_hendi,positif
jateng perkasa,andika_hendi,netral
pak lutfi janjinya banyak banget bisa kelaksana gak yakin realistis dikit pak,luthfi_taj,positif
kang sibiru terlalu tinggi omonganya kang,unknown,negatif
pengen pilih pak andika tp lihat partai ya jadi gk jadi,andika_hendi,negatif
siap nyoblos nomer 1 pak andhika,andika_hendi,negatif
pilih no 2 selamat dunyo akhirat,luthfi_taj,negatif
no 2 menang beekah,luthfi_taj,negatif
para pendukung p andika p hendi tolong awasi yg sebelah biar aman gak seperti pilpres kemarin,andika_hendi,negatif
number one  go go go,unknown,positif
mantaf 1 rb komen dukung pa andika semoga terkabul ayo gaes jangan pilih ladusing yg suka merusak cctv dan menghilangkan barang bukti pungli merajalela dijalanan,andika_hendi,negatif
pak andika dan pak hendi pilihanku jateng,andika_hendi,positif
pak andika hendi untuk jateng,andika_hendi,netral
andika hendi,andika_hendi,netral
gijil,unknown,netral
gus yasin ngmong puskesmas keliling pembantu sanggahkan jawaban pak hendi pak hendi menjelaskan ketika beliau jd wlikota dlu kota semarang malah sudah lebih unggul  karena udah ada namanya ambulan hebat  itu bukan kampanye kota  tp sbg cerminan klo beliau dlu pernah membuat kota smrg lebih hebat dgn layanan kesehatanya dn melayani warga kerumah langsung tanpa pasien dateng kepuskesmas salut pak hendrar prihadi  saya wargamu sangat bangga ketika beliau jd walikota,"andika_hendi, luthfi_taj",negatif
andika jateng tetap perkasa,andika_hendi,positif
02 klo di beri masukan dan diberi pendapat mendengarkan tapi tidak melihat org bicara tidak seperti 01 yg selalu memperhatikan lawan bicara dan sangat menghormati  hal kecil sprti ini sngat bisa dilihat dr watak dan sifat seseorang,"andika_hendi, luthfi_taj",netral
mereka kena phk gegara aturan siapa,unknown,positif
bismillah andika menang total,andika_hendi,positif
01,andika_hendi,positif
saya warga jateng mendoakan semoga bp andika  bp hendi terpilih dalam pilgub besok aamiin,andika_hendi,negatif
kas iki piye to kok kabeh milih jendral andika karo pak hendikan ono paslon nomer 2 kas,"andika_hendi, luthfi_taj",negatif
yang melayani dan bener2 akan kerja keras nantinya sebagai gubernur saya pikir paslon no01 semoga rakyat jateng cerdas dalam memilih pemimpin lihat bagaimana dia memimpin keluarganya rekam jejak itu penting,"andika_hendi, luthfi_taj",positif
andika hendi menang,andika_hendi,negatif
yang komen pilih andika hampir 99,andika_hendi,negatif
ada banyak agama selain agama muslim pak lufhfi,luthfi_taj,netral
pak lutfigus yasin,luthfi_taj,netral
andika president 2029,"andika_hendi, luthfi_taj",positif
andika 2029,"andika_hendi, luthfi_taj",negatif
jateng perkasa 3,andika_hendi,netral
panggah rambo perkasa untuk jateng,andika_hendi,positif
gus yasin mf krna sampean ora due komitmen nyalon wakil e pak ganjar wes tek pilih nyalon  dpdri yo tek pilih ko nyalon wakil maneh yo ngapurane saiki aku ora milih sampean gus,luthfi_taj,negatif
tanpa endorse artis andikahendi tetap eksis tanpa endorse presiden andikahendi tetap keren,andika_hendi,negatif
pilih koq itu2 aja aku pilih  andika hendi,"andika_hendi, luthfi_taj",negatif
alhamdulillah bapak andika_hendi hidup tni,andika_hendi,positif
"tan gendhak gunaning jalmo
ora pingin ngimbangi opo maneh minteri rakyate dewe",unknown,positif
ini yg bilang 02 omon omon menggebu gebu kebanyakan janji waktu pilpres milih prabowo ga ya kan beliau paling banyak programnya,luthfi_taj,negatif
02 sangat menggebu2 banyak janji kita akan kita akan bosan saya dengar,luthfi_taj,negatif
nomer 1 selalu di hati andika hendi perkasa,andika_hendi,positif
pak lutfi dan gus yasin q ya alloh,luthfi_taj,netral
tetep andikahendi,andika_hendi,negatif
si lutfi dan yasin lupa kalo rakyat jawa tengah tidak hanya islam saja masyarakatnya makin yakin andikahendi lebih pantas memimpin jawa tengah,"andika_hendi, luthfi_taj",netral
mantap pak andikahendi jateng perkasa,andika_hendi,netral
lutfi ga nyambung apa yg di omongin pk andika soalnya dr tingkat ilmu n pengalaman jauh jd yg di omongin ga nyampek bisanya cm nyalahin,"andika_hendi, luthfi_taj",netral
andika dimari,andika_hendi,positif
hanya pak andika yang ngomonya sesuai isi hati tidak perlu banyak janji tapi saya yakin tni di bawah kepemimpinan pak andika aja perkembangan sangat pesat saya yakin brafo pak andika rakyat sealalu mendukungmu,andika_hendi,netral
keren,unknown,netral
ngeluruk tanpo bolo genah jelas jaluk tulung bang mul sama bpk lho ya,unknown,negatif
1,andika_hendi,positif
pak andika hendi terbaik pokoknya,andika_hendi,positif
saya sudah tetap pilih pak andika pak hendi nomer 1 wes titik,andika_hendi,negatif
rambo,andika_hendi,negatif
2,luthfi_taj,positif
tae janji ngalor ngidul kalau jadi pasti lupa apa yang di ucapkan politik oh politik  blok,unknown,negatif
saya pilih andika saja,andika_hendi,negatif
rambo,andika_hendi,negatif
bpk andika idolaku al the best dari selandia baru,andika_hendi,positif
dari new zealand dukung bpk andikaall the best,andika_hendi,positif
satu tetap pilihanku,andika_hendi,positif
andika handytenangkalemsantun,andika_hendi,positif
ngayomi nglindungi ngopeni nglakoni,unknown,negatif
andika handyyes,andika_hendi,positif
andikahendi 01,andika_hendi,positif
jawa tengah kandang banteng,andika_hendi,netral
polisi memberikan perlindungan  bayar nggak,luthfi_taj,positif
"tetapi tetap hati hati dan kawal suara anda jabgan sampai kabur dan hilang ditengah jalan 
kawal terus andika hendi jadi gubernur dan wakil gubernur jawa tengah",andika_hendi,negatif
no 2 omon omon,luthfi_taj,negatif
Wop tumben nomor 2 tidak bawa buku Biasa ada buku yang dibolak balik macam setrika Udah menghafal mati mungkin yah,luthfi_taj,negatif
no 1 terbaikno debat,andika_hendi,positif
p andika,andika_hendi,netral
dilihat dr yg koment 95 no 1 semoga no 1 bisa jadi,andika_hendi,negatif
hanya p andika handy untuk jateng,andika_hendi,netral
ini jatengmasmbak masyarakat nya gk ngaruh ama bansos apalagi endorse insya allahandika  hendy  jateng perkasa,andika_hendi,negatif
"lutfi yasin yes rambo sambo no
 masak jateng mau di pimpin oleh para mafia","andika_hendi, luthfi_taj",negatif
bpkandika smgbisamerubahjateng yg  jdimakmur dnsenahterahhnya bpk andika yf cocok huat jatengmenangkn nmr urut 1,andika_hendi,negatif
bingung mau pilih yg mana ya,unknown,netral
wes no debat aku andika hendi no1 for jateng,andika_hendi,negatif
02,luthfi_taj,netral
pati hadir bpk andika  hendi,andika_hendi,negatif
andikahendi mantap,andika_hendi,positif
harusnya itu memikirkan bagaimana cara atlit di jawa tengah itu bisa di dukung oleh pemerintah dan dan bikin atlit di jawa tengah itu bisa di kenal dan mengenalkan olahraga di jawa tengah yg berprestasi malah bahas mancing,unknown,netral
alah gak pnting debatdebatan kyk gini nnti yank menentu kan rakyat yank memilih,unknown,negatif
01,andika_hendi,positif
andika,andika_hendi,netral
"itu marah marah apa debat untuk memperlihatkan kecerdasan wkwkwkwk  
lutfi yasin hanya orang orangan jokowi sama prabowo",luthfi_taj,negatif
tulus alus tidak menggebugebu bismillah andika hendi 01,andika_hendi,negatif
pasangan no urut 2 janjine keduwuren pol hm ra masuk,luthfi_taj,negatif
mari kita datang ke tps masing masing tgl 27 nov 2024 coblos no  1 andika hendi,"andika_hendi, luthfi_taj",negatif
rambo,andika_hendi,negatif
"rambo vs sambo
polisi itu ruwet korban bisa jd tersangka dan penjahat bisa bebas warga lapor harus bayar kecuali viral dulu baru polisi bertindak cagub dr polisi wajib tenggelamkan","andika_hendi, luthfi_taj",negatif
skrang kok ada debat debaran kyk gini ya klo mau pilkada bkin ricuh jha,unknown,negatif
15136 emosi bos hahaha,andika_hendi,positif
tni ngerti deweta barange,andika_hendi,negatif
satu kata mooh calon endorsan cawe cawe,andika_hendi,negatif
oi atlet bung bukan mancing yg kamu besarkan 02 tolol,luthfi_taj,negatif
tetap pilih pak andika hendi,andika_hendi,positif
progamnya tidak muluktapi saya yakin pasti nyata tidak halu ekwkkw,unknown,netral
nomer 01 mantap bahasanya mntap,andika_hendi,negatif
calon wakil gubernur 02 takut disekak pah hendi karena omonganya nggak pernah pas udah petnah jabat tapi nggak pernah kerja apaapa plonga plongo aja,"andika_hendi, luthfi_taj",negatif
nomer 2 bicaranya muter2 kaya bencong aku tidak tertarik blas tetep andika gubernur ku,"andika_hendi, luthfi_taj",negatif
andika perkasa unggul untuk jateng,andika_hendi,positif
no 02 gubernur wayang golek  mleco ra ceto,luthfi_taj,negatif
citra polisi sdh terlanjur buruk di masyarakatitu menurut data dn fakta,luthfi_taj,negatif
mendatangkan artis judi online no 02 itu bagus,luthfi_taj,netral
purbalibgga pasti ya andika,andika_hendi,negatif
koe gawe wisata 1 we urg mbok lakoni kok rep gawe  10 wisata  02 ming ngawur tok mung kegeden suoro tok koe,"andika_hendi, luthfi_taj",negatif
rasanya pak andika lebih bisa dipercaya matur nuhun,andika_hendi,netral
good,unknown,positif
nomer 2  jangan manggutmanggut kaya  kasino warkop aja,luthfi_taj,negatif
pak ahmad lutfimbludak berkata2 seperti eminem wes to percoyo jateng koplinge andika heidi tensi normalurip tambah gumregah joss no1 menyala,"andika_hendi, luthfi_taj",negatif
hey 02 jaminan keamanan opo kriminalisasi  opo dijamin di kriminalisasi,luthfi_taj,negatif
"pilihanku ttp rambo no sambo 
jateng perkasa","andika_hendi, luthfi_taj",netral
yg terlalu berapi api dan bnyk omon2 biasanya itu kbnyakan janji2 dan ibarat nya tong kosong nyaring bunyi ttp rambo selow dan tenang tapi lebih ke inti permasalahan nya 01,"andika_hendi, luthfi_taj",negatif
"andai saja saya warga jateng pasti dan pasti andikahendi yg sudah tidak di ragukan lagi janji gak muluk2 insyaallah amanah 100
dan partai pengusung itu tidak di permasalahan terlalu terpenting karakter calonnya","andika_hendi, luthfi_taj",negatif
adab paslon 01  liat sangat sopan mendengarkan dan melihat lawan  respect perkasa jateng,andika_hendi,positif
waspada bnjir bansos d hari sebelum pencoblosan seharusnya bansos setelah pencoblosan biar adill engga memihak,unknown,negatif
wakile lutfi jawabane kokehan gelang geleng koyo wong nyabu menjab menjeb koyo rondo,luthfi_taj,negatif
oalah pi lutpi  janjimu keduwuren ati2 lo nek omong sak omong ra masuk,luthfi_taj,negatif
jateng diy ump terendah dijawa  harga kebutuhan pokok sama se jawa itu sungguh tdk adil,unknown,netral
coblos kabeh,unknown,negatif
ngopeni dan nglakeni sudah tidak di dengar saya warga cilacap tetep dukung andhika  hendy yang mantan panglima tni yes,andika_hendi,negatif
salut sama pak andika slalu menatap lawan bicaranyahormat pak andika jateng menyala bersama andikahendi,andika_hendi,positif
andika hendi,andika_hendi,netral
taj yasin cuma mikirin santri doang umat lain kaga dasar jual agama cuih munakfik bermuka dua dari dulu tukang kprupsi,luthfi_taj,negatif
yak yasin jual agama  wes lah tni baee sing jelas terbukti melindungi jujur dan adil,"andika_hendi, luthfi_taj",positif
andai aku warga jateng pengen banget bisa mendukung pak andika perkasa,andika_hendi,positif
semin gunungkidul yogyakarta berdoa untuk pak andika di jateng,andika_hendi,positif
raut wajah pak andika dan pak hendi tampak hitam mungkin karena lelah berkunjung panas2 an ke masing2 daerah semangat pakk saya siap mendukung 01  insyallah jawa tengah di pimpin tni jateng kuat anti suap sikat babat para koruptor,"andika_hendi, luthfi_taj",negatif
"ini sangat konyol
dari jawabannya sangat jelas
pasangan no2 sangat menguasai panggung dan tepat sasaran dlm menjawab berbagai pertanyaan
tapi kok banyak yg komen  keno1 
pasti sudah dapat serangan fajar duluan ini","andika_hendi, luthfi_taj",negatif
andikhendi for jateng,andika_hendi,positif
aku orang ntb tapi dukung calon nomor 1,andika_hendi,negatif
andika gk bs debat tp bs kerja,andika_hendi,positif
mantap pak andikahendi,andika_hendi,netral
mantap pak andikahendi,andika_hendi,netral
mantap pak andikahendi,andika_hendi,netral
"di youtube dan sosmed lain setuju andika jadi di tiktok doang yg setuju lutfi jadi wkwkwk
buzzer tiktok meresahkan wkwk","andika_hendi, luthfi_taj",negatif
pendukung 02 kita gak usah debat dan jelekin lawan kitq buktikan aja nanti tgl 27 teta 02 menang,luthfi_taj,negatif
andika perkasa 1 putaran,andika_hendi,negatif
ayo gusur mulyono,luthfi_taj,positif
adap andika menjawab pertanyak an lutfi dia menghapnya tpi klo lutfii kyak cuek pda andika,"andika_hendi, luthfi_taj",negatif
