comment,comment_target,sentiment
the us is the number one villain in the utter destruction of the nation of ukraine our only interest was the military industrial complex and the coerced sale of their nations farmland their population is decimated we used them for financial gain and now they have nothing its shameful,ukraine,negatif
ukraine the democrats favorite welfare queen,ukraine,positif
sank you make a lot of sense but america started the ukraine war,ukraine,negatif
the russians planted 100000s of land mines in farm fields and villages all over ukraine starting day one 2022 their are teams of mine sweepers lead by american veteran volunteers who have been removing 100s of mines per day for the past 2 years,"russia, ukraine",positif
eh biden escalates trump castrates ukraine and suddenly russia will mow them down in 2025 this isnt biden or trump policy anymore its american policy moving in perfect synchronization,"russia, ukraine",netral
biden is showing putin how weak he is crushing his economy and military without even trying he will keep his foot on putins neck to show him the usa is in control not putin,russia,negatif
give ukraine everything weve got russia has to get used to the idea that theyll lose the occupation if we bend to the threats of escalation weve lost our minds,"russia, ukraine",negatif
the reason is that the ukrainians have invented a way to attach them to drones,ukraine,negatif
nato was going to park missiles on the border with russia after they signed agreements with russia to never do so its our fault that this is where we are russia warned and warned that if that agreement was broken it would be war oh but wait there is 95 trillion in natural resources in russia that our country wants get a clue people,russia,negatif
russias kinsel and iiskunder are nuclear capable,russia,positif
but russian have been using iranian drones and now nkorean infantry and thats ok right,russia,positif
more tyt putin shillingi think ana and cenk have the worst foreign policy coverage on the left if anything they sound like pro putin grifters from the far right would sound,russia,netral
the escalation looks bad but im not fooled into thinking it wont be bad for ukraine when trump takes officeits those impeachment trials that come to mind hey everybody why do you think putin is training nkorean soldiers ground troops this will prolly make it worse but was it going to be good anyways,"russia, ukraine",negatif
putin is escalating and doing it all on his ownas a reminder the west has rendered ukraine defenseless left it defenseless and has been starving it for 3 years see the budapest memorandum so thats what security guarantees from russia and the usa look like you continue to fall for putins missile shows putin i have no tanks no artillery no healthy soldiers anymore but i have missiles lots of missiles just shut up nowbut it seems to me that putin is right the west is cowardly morally broken and has even allowed itself to be voluntarily disintegrated for years iran is already exploring how many more jews it can kill,"russia, ukraine",negatif
going to be a fun program once you report on the fake soverign ukranian democratic state being extinguished from the world map and being carved up and shared between russia poland hungary romania and potentially belarus and moldova lol,russia,positif
tyt is spreading misinformation on ukraine watch youtuber jake broe for a different view russia cant be allowed to just invade other countries kill everyone and steal their land and assets there is never any peace with russia they can be defeated,"russia, ukraine",positif
dangerous for russia yes,russia,netral
tyt is good for us but is useless for international further escalation is not possible putin does not want him or his family to die,russia,negatif
fun factukraine is a signatory to the ottowa treaty banning member signatory countries using land minesrussia and usa amongt others are not a signatory members,"russia, ukraine",negatif
cenk are you saying that its ok for putin to takeover ukrain,russia,negatif
im often in agreement with ana and cenk but i couldnt disagree more with their take on the ukraine war all of this concern about escalation is bs all of this pushing for peace talks is bs if you were being murdered on the subway would you try not to escalate would you try to negotiate for peace or would you fight for your life ukraine is being murdered by russia its time to fight,"russia, ukraine",positif
very selfish creatures russia wants to beat without being hit because they have nuclear weapons very very sad,russia,negatif
poor interview who can arrest putin keep dreaming,russia,negatif
i mean honestly who would believe anything what uk news reporters and the news agencies will actually say about any affairs in the world total bs they are the one were trying to provoke russia to war and now theyre kind of surprised i mean what a ridiculous reporter and a whole uk politics and foreign affairs are just a joke,russia,negatif
why russia never said about russia uk usa proteded as guaranted ukraine russia using iran weapons using china weapons and using north korea military to fght for russia russia think that is ok and russia keep saying will use nuclear weapons to the west to win the war and nothing wrong but the west always wrong why,"russia, ukraine",negatif
the way his asking the question is like he is blaming everything on russia,russia,negatif
difference of nuclear power countries areis based on assurance to deter avoid direct confrontation that wouldmay lead to nuclear war that is what russian ambassador implies here this journalist is typical of a trans,russia,negatif
the interviewer is wrongrussia has not stated using nuclearbut nato has threatened escalationand uk blocked peace dealnorth korean not used,russia,positif
uk pm has payrolled from biden and zelensky,ukraine,negatif
yes russia is attacking ukraine because nato is at its borders russia didnt attack small britain but now it could,"russia, ukraine",negatif
as most western interviewers this one also thinks he is a judge when interviewing russian politicians always shows how much those interviewers are shallow,russia,negatif
the british are still not calming down their ambitions are still the same as during the colonial era perhaps this escalation will lead to the collapse of their imperial ambitions as it happened with sweden and prussia when they set their sights on russia,russia,negatif
we should be helping russia an un security council member not the biden corrupted ukrainian government,"russia, ukraine",negatif
in 2014 the us cia and nato agencies playing and meddling with the corrupted ukraine government thats why russia now meddles with our electionimagine russia and china in cuba for good this timewe wouldnt like that so please stop spreading false information tell the 2 stories not one,"russia, ukraine",negatif
hes correct 100 russia is a superpower,russia,positif
smirking presenter got put down efficiently by the russian nerve wracking stuff,russia,negatif
zelensky needs to be held accountable for escalating a war that the majority of americans dont agree with zelensky continues to undermine the new us elected president donald trump zelensky should not get away from escalating tensions at a crucial moment when the new us government its in transition we americans are going to pay with our lives because of the idiot of zelensky that thinks he can win a war with russia russia has not unleashed its power in a full scale war if zelensky want his country to be flatten then dont drag the rest of the world with him zelensky means nothing to the american people leave us out of your business we dont want to pay for their war ambitions,"russia, ukraine",negatif
the russians should do us all a favour and oreshznik sky news very hostile interviewer nothing wrong with asking probing questions but hes far too partisan,russia,negatif
the uk skynews reporter is an idiot trying to clear uks stormshadow attack on russia,russia,negatif
he does not comprehend how on earth it is possible that russia refuse to listen to the tiny great britain does england really think they could win this war they are even afraid to send troops it shows how scared they are small heroes russian are real menamen,russia,negatif
who really cares what russia says theyre serial liars,russia,negatif
and so witk north korea since they put boots in ukrainian battle fields,ukraine,negatif
britain is accused as if there was any doubt at all that britain did provide the weapons and gave permission for the use of them against russia with of course the aid of american targeting the interviewer launches straight into the topic of russias missile attack on ukraine surprising the russian ambassador who expected to be asked about his comments regarding the role of britain in the ukrainian attack on russia but anything will do to distract or muddy the water regarding britains role which is of course extremely embarrassing britain was involved in an act of war that they had been specifically warned not to engage in because it would be regarded as a declaration of a state of war existing between britain and russia they did it and they cant deny it or distance themselves from that nothing putin now decides to do in response can be described as unprovoked a word most favoured by the mediarussia has been firing cruise missiles into ukrainian cities since the beginning of the war not true ukraine has independently carried out several drone and missile attacks on russia particularly moscow true but both of these statements are about events that had nothing to do with the direct involvement of the uk and the usa in missile attacks made on russia the major escalation which was supposed to be the topic of the interviewi could not watch more of this interview after 230min the question was the interviewer stupid or evil remains hanging,"russia, ukraine",negatif
lollollolam surprised the host was able to keep a straight face while asking these questionsthis is exactly the kind of imaginary narrative that allowed russia to win so farbut hey keep up the delusion russia is losingany day now the afu will take back their territory just wait a few more days wink winkso russia is losing european economy will bounce back starting tomorrow lets not forget that putin has cancer and will be dropping dead by end of the week let me think what else ummmm oh yeah lets not forget wmds in iraq and talibaan is totally not in power in afghanistanps banana warskeep up the delusion guys reality is for losers,russia,negatif
ill have to read a summary because i cant deal with the russian guy s stuttering and uh uh uh as well as the blabbering dimwit interrupting him,russia,negatif
25112024larry wilkerson dead silence falls over the west after putins powerful slap netanyahu in trouble available on yt,russia,negatif
its not just missiles anymore is it thoughsince as ex soldier has just been captured in russian territory edit sorry i meant north koreon,russia,negatif
24112024richard wolff the end of us empire russia destroys nato sanctions rise of china brics available on yteconomist richard wolff breaks down how russia crushed nato sanctions accelerating the collapse of the us empire amid china and brics rise discover the global shifts reshaping the balance of power and what it means for the economic and geopolitical future of our world richard wolff is professor emeritus of economics at the university of massachusetts amherst and a visiting professor at the new school where he works on economics in the marxist tradition,russia,negatif
how much in military ammunition financial aid has been sent to ukraine from uk france germany usa en nato maybe 100s of billions in us dollars value but its difficult to help third world countries with financially ailing economies en developmental infrus infrastructures ds just shows how these developed states behave like vampirescannibals mosquitoespredators or draculas,ukraine,negatif
nov 25 2024in a dramatic turn of events retired us general michael flynn launches a bold campaign to remove president biden from office citing unprecedented national security risks flynns controversial intervention centers on bidens decision to authorize ukraines use of longrange atacms missiles arguing this could potentially trigger world war iii exposing what he claims are critical foreign policy miscalculations flynn urges constitutional mechanisms to challenge presidential authority with tensions escalating between global powers this explosive development challenges the current administrations military strategy and raises urgent questions about international conflict management drawing from his complex political history flynns intervention represents a significant political statement that could reshape national security discourse,ukraine,negatif
usa uk france en nato are the ones dat poke russia on its face if russia had build military bases in mexico how could dey react dey expect kremlin to give a blind eye en deaf ear to their hegemony en reckless demands policies en interests,russia,negatif
i think uk usa direct involvement in russia ukraine war is very wrong instead of curbing it from spreading or quelling down the fire they are rather poring petrol onto the fire peace happiness justice equality respect cant be achieved ds way,"russia, ukraine",positif
starmer has now brought uk into direct war with russia when millions die in uk let starmer accept responsibility,russia,negatif
will the west allow russia to win this war is the biggest give away on who started this war this journalist is one more in the list who would not listen and would impose their preconceived notions on the person he is interviewing west forgets that they were the first to and they only nations in the world to have used nuclear bombs in human history now they cannot come as holier than thou and tell russia what to do uk is a tiny nation and without sucking the blood of its former colonies it is becoming insignificant everyday it is now the biggest american base in europe and not particularly in the european union fact is that west promised that it will not move an inch of the unification of germany es is allowed russia conceded that hoping that wests behaviours would change now that there was no ideological divide but western greed has no end its imperialist desires after expanding nato eastwards is to take it to russias door steps what happened when cuba decided to station russian nukes in havana how did us react what would happen if russia started expanding its influence in mexico it is clear without nato personnel and satellites ukraine would be unable to use long range missiles against russia the question is why is the mighty west fighting a proxy war against russia why cant they leave the russians alone the answer is that they dont have the guts to take on russia they are like the downtown bullies who cant fight a strong person and then team together to beat him up to take over his possessions wish president trump could take over the oval office today itself only then there would be peace,"russia, ukraine",positif
he cant answer why theyve ben striking ukrainian towns hypocrite,ukraine,negatif
its the usa that promised ukraine will join nato to provoke russia,"russia, ukraine",netral
he should be able to explain the british that when they use longrange british and american weapons the british and american satellite surveillance which ukraine dontpocess has to be used to fire these weapons which makes them directly involved it was the nato who is moving military infrastructure towards the russian border,"russia, ukraine",negatif
ukraine is on the brink of collapse trump wants to end this war its the neocons wanting to escalate to world war iii its better to listen to what the russians have to say,"russia, ukraine",negatif
if ukraine had only stayed neutralputin wouldnt have had to wipe them out sad that that giggling idiot from sky news is still so ignorant,"russia, ukraine",netral
britain should be hold responsible for being instrumental in bringing this about at a key moment britain deliberatley interfered and made the negotiations go sideways now 1 million people are dead maybe britain needs to elect better leader and rid it self of their whole establishment which doesnt seem to care much for them anyway i find myself getting increasingly pissed of at particularly british media n politicians saying the dumbest things perhaps putin will give them a much needed wake up call soon,russia,negatif
uk to be targeted since uk wmd were used into russia,russia,negatif
is that mike graham he is also the russian ambassador,russia,positif
russia need to stop,russia,negatif
nato is responsible for russia invading ukraine,"russia, ukraine",negatif
it was usa who overthrew a legitimate government in ukraine it was usa who developed cia bases in ukraine it was usa who tricked russia into signing the minsk accords it was usa using england to derail peace talks and that buffoon has the balls to tell us russia is the bad guy here,"russia, ukraine",positif
putin the only one remained consistent western interviewers cant interview without skwirming knowing its hypocritical and contradictive history and plan in present,russia,negatif
wow skynews forcing russia to make its self and only aggressor propaganda knows know bounds,russia,negatif
when a man gives another man a gun to murder both men are guilty of the crime its in british laws and i expect russia becasue its com on sense so about these missles,russia,negatif
this russian ambassador looks like that independent republic of mike graham takktv tory radio prsenter just looks 80 percent like mike graham on talk radio now talktv,russia,negatif
so many wars and outright evil for several centuries of time has come from a small group of people that control england and the western world russia knows all about them as do millions of other people only the clueless are still being fooled by their propaganda,russia,negatif
wow the russian embassador is highly intelligent,russia,positif
this guy should be fired he cant speak for russia,russia,negatif
british missles need british data and us satellite information to be able to fly to target thats why russia considers it a direct attack on their sovereignty,russia,negatif
this foreign minister should insist in speaking russian this colonial language is worlds biggest problem,russia,negatif
btw now russia talk about not respecting treates what a joke,russia,negatif
mind games russia is pretending to be stupid when will the uk gov say something sensible following the moves of biden was already a stupid move also i dont see russia journalists in russia questioning anyone from the uk sky news is being played and know it anything for ratings is worth it potentially making things worse the media will cause a war eventually the uk initially set this situation in motion should have arranged for boris and this ambassador to be the same room,russia,negatif
the brits have never understood that the uk is no longer an empire that its only a normal country among other normal countries they seem to think that india africa australia canada the us new zealand are still theirs britannia rules the waves in the case of ukraine the british hypocrisy is all the more disturbing because it was them who toghether with the us attacked iraq in an illegal war causing hunderts of thousands of dead with no other reason than their belief that the near east and indeed the rest of the world is still theirs there is so much poverty in the uk but their successive governments know nothing better than to play empire which is utterly pathetic considering that the uk today is nothing but an us colony,ukraine,negatif
these people do nothing but ask loaded questions with propoganda inserted they basically lie as they ask the question the truth is that russia would have never attacked ukraine if the us wasnt so determined to arm them and bring them into nato what russia is accomplishing is keeping weapons off their border its pretty simple,"russia, ukraine",negatif
absolute rubbish russia invaded ukraine facts ukraine was first overthrown by a usa and nato led military coup in 2014 so ukraine is a military dictatorship and lost its independence then attacked the russian separatists for over 8 years the russian separatists declared independence from ukraine this is recognized in international law russia then went to assist them with a special military operation all the fighting in ukraine is within russian provinces which have always belong to the russian cultured people the west twists the truth so much to try and suit themselves,"russia, ukraine",positif
legally russia could attack the soil of the united kingdom,russia,negatif
the uk is obliged to defend ukraine and russia not to attack according to the budapest memorandum signed by both parties thus russia broke the agreement by attacking and the uk by not defending against the russian attack,"russia, ukraine",netral
repeating attacked cities should russia attack rivers,russia,negatif
uk media is to blamed for spreading putins threat and false information from russian ambassador why not interviewing lord lebedev gawd damned,russia,negatif
what stupidity russia involved this interview totally waste time and make yourself foolish,russia,negatif
the people of russia are behind putin laughableanyone who demonstrates against the invastion of ukraine is imprisoned russia is such a toxix state under the dictatoship of putin,"russia, ukraine",negatif
so western civilization is about to come to an end because of a failed politics in which russia called nato bluff,russia,negatif
818 it is when usa started all by overthrowing ukraine government and puting its puppet zelensky there,"russia, ukraine",negatif
is that a responsible thing for britianto provide strom shadow missle system to ukraine to use it against russia now watch carefully how these british media anchors are turning pale with fear on the otherhand how these british media people use to use dictatorial language when it comes to be used on weaker advarsaries like gaza afghanistan though taliban is no weakthey taught them proper lessonin 20 yrs when it comes fighting true brave war on actual battlefield but anyhow not just british media peopleeven within homeland britian british use that subtle dominance whereever they could when it comes dealing in day to day affairsegcan be council using that hidden dominance on foreign nationals popping from 3rd wold when coming dealing in institutional affairsthey way they whip foreign nationals with their nasty use of law law used as weapon on foreigners working in ukthough very subtlesuch institutional whip which if taken with bit leniancy can be somewhat fairbut at least their global dominance behavior will change they should behave in future dealing internationally domestically,"russia, ukraine",positif
the problem is that those missiles the ukrainian fired on russia are not ukrainian they are american and uk missiles,"russia, ukraine",negatif
yeah all is fault of russia endless nato expansion was fault of russia allowing ukraine all sorts of weapons but when russia gets weapons from other countries it is wrong what clown hypocrites the west are,"russia, ukraine",negatif
so russia can strike ukraine with iranianchinese weapons and north korean troops weapons but ukraine cannot use british weapons to defend themselves from the russian aggressors right got it,"russia, ukraine",negatif
dont blame the ambassador he has to follow the orders of adolf putin or else,russia,negatif
i wish this russian guy would shut up and let the interviewer explain how bad russia is,russia,negatif
earlier this month a british man from gunnislake cornwall was killed while fighting for kiev at an undisclosed location less than two months after turning 22 his family reportedkiev deployed some of its bestarmed and most experienced troops across the northern border in august hoping to slow down russian advancements elsewhere on the front line and gain a bargaining chip in future negotiationssince then however kiev has not only been losing ground in donbass at an increasing pace but has also suffered more than 34500 casualties and lost hundreds of tanks in kursk according to the russian military,"russia, ukraine",positif
when ukraine gave up their noobs back in 1991 or so the usa and uk said they would help ukraine defend themselves if they were invaded and russia agreed not to invade,"russia, ukraine",negatif
the comments here about the interviewer is absurd meanwhile no one is criticising the absurdity of the russian delicate pathetic,russia,positif
theres a lot of nato troops in ukraine involved on the front line,ukraine,positif
russia has produced the bravest toughest and best soldiers on the planet who saved our asses during ww2 so dont poke the bear,russia,positif
relax if russia missile launch to uk not meant entire uk map out uk military missile launch to russia troop ship also can go to war,russia,negatif
west started this war from the beginning surrounding russia borders with it nato countries breaking their original agreement with their borders west has drawn 1st blood,russia,negatif
wait so the uk embassy in ukraine is closed but the russian embassy and foreign diplomats are still working in uk,"russia, ukraine",netral
is just me but is the interviewer ok for direct conflict with russia,russia,netral
this is the factsu k involve ukraine war all because of money inside their pocket,ukraine,negatif
putin is the one to blame in this war bec he invaded ukraine there is no war if russia did not invade ukraine it is not fair if russia firing their long range missile into ukraine while ukraine cannot fire long range missile into russia,"russia, ukraine",negatif
russia is scared now,russia,negatif
if anyone agrees to the terms that this man is laying out taking into consideration the fact that russia is not travelling well and with a bit more pressure from the west in allowing ukraine more freedom in the use of its weapons will soon be in a parlous state close to collapse they would be insane and ukraine would surely not accept,"russia, ukraine",positif
i know nothing same lie every time from this lot they are the aggressors and have got a bloody nerve to complain about anything that ukraine does to defend themselves stop listening to them and give ukraine permission to use their weapons any way they want how would they know what the russian people think or feel they murder them if they dont do as they are told the only irresponsible action that has occurred is russia invading ukraine without provocation,"russia, ukraine",negatif
this ambassador also speaks with word salads talk about not answering or responding to the fact that russia has been using advanced missiles in the ukraine the fact that russia invaded the ukraine the fact that russia has now stooped to using north korean troops and iranian weapons this guy cant answer questions because he has no answer that could logically refute what this interviewer is so obviously pointing out id hate to be that ambassador he must have been squirming in his pants for this sit down,"russia, ukraine",negatif
of coures the uk is involved and nato all russia has to do is wait anothet two months and trump will pull the plugon all of this funding to ukraine will stop and peace settlemet will have to be negotiatedotherwise russia will take the whole of ukraine,"russia, ukraine",positif
russia is protesting against nato encroachment on russian borders why is nato intent on getting ukrain into nato why cant we in australia get things right what would happen if russia stations missiles in cuba wont america attack cuba why are we so far away from the truth wake up australia why dont we let russian speaking people settle their difference 800 yrs ago kiev was the capital of russia what is the wests interests in this region unless western companies want putin to fall and they want unrestricted access to russias massive natural resources stay blessed australia,"russia, ukraine",negatif
omg interviewer is shaken like a puppy dog russian ambassadors laugh is telling much more than words,russia,netral
god with rissiado not play with russia,russia,negatif
god with rissiado not play with russia,russia,negatif
russians only us can use 3rd party weapons in ukraine others cannot use 3rd party weapons in russia p,"russia, ukraine",negatif
if it will not change the outcome why then the russia is worried abt these missiles,russia,negatif
its the ambassador whos a fool he doesnt even believe the crap hes telling himselfrussians,russia,negatif
exactly looking like a russian villain in the movies,russia,negatif
russians say a lot of deceptive things so,russia,positif
are these uk and american stupid media are blind ukraine cant operate these missile system only uk and america troops so they becomes ukrainian soldiers and part of the war if russia wants this war ukraine will disappear and destroy putin and russia wants to protect the ukrainian people if europe wants a war with russia why didnt they declare war with russia instead of using these idiots in ukraine its all about money zelensky is now a billionaire with most of his friends and nato and european union politicians while the european civilian are suffering,"russia, ukraine",negatif
russia remains one of the strongest military powers in the world with a vast active army and advanced military technology additionally as a leading global exporter of oil and natural gas russia plays a critical role in maintaining energy stability across europe and beyond from a historical perspective many russians view the current conflict as a reaction to natos eastward expansion which they perceive as a direct threat to their national security,russia,positif
your a jokepuppetthe russian guy has got some class,russia,positif
does reporter care of what russia asks for why did it start what was the big problem to start the military aggression ah no only that it is not the business of russia to project safety around and have ukraine a neutral state with no nato presencehow would the usa react to mexico and canada to join the defence alliance with russia cool is it their decision,"russia, ukraine",negatif
i whouldent believe anything that comes out of a russians mouth,russia,negatif
isnt north korea iran china involved in ukraine war,ukraine,negatif
why russian ambassador talk to such twisted minded reporter that is too biased and no professionalism in journalism i can see so simple target of this interview its to spread western propagandas because the reporter covered up realities truth with fake news,russia,negatif
we need to just walk away from ukraine,ukraine,negatif
even biden said last year that allowing ukraine to use long range missiles would provoke a wwiii now that he lost the elections with few weeks left he is provoking wwiii,ukraine,negatif
johnson told ukraine if they signed a peace deal they would never be accepted into nato or given rebuild moneyrussia and ukraine could have made a deal but ukusrael want the resources inside russia and have been attacking russia for a couple of hundred years using rothschild funded armies napoleon hitler and now zelensky,"russia, ukraine",positif
the uk is balls deep in the ukraine,ukraine,positif
its not nice to killing people and they killing back russia is fighting back,russia,negatif
russia has these war mongers shivering in their boots,russia,negatif
putin is fighting dark imperialist forces using ukraine as a proxy so we say viva putin viva pasi nemhanduuu,"russia, ukraine",negatif
note how the sky news clown interrupts the russian ambassador at 314 when he speaks about the direct involvement of the uk in this conflict storm shadows cant be launched without an assistance of british military specialists programmeing and targeting it to hit russian military facilities without british military specialists this attack will be impossible its a pity that the ambassador was derailed from this crucial moment which is not covered by british media if the british public knows that the government gave an order to mod to facilitate this attack there will be public outrage,russia,negatif
nato and the eu must stop evil putin now,russia,netral
putin is a madman,russia,negatif
russia is correct whole world is with russia,russia,positif
the assurances that ukraine only uses cruise missiles inside ukraine are just absurd and very telling lets hope the russian people find it in themselves to put the blame where it belongs putin and stop this madness,"russia, ukraine",positif
this putin appologist stops to think for a moment ruzzia hasnt stopped a single storm shaddow or scalp missile and they think that they are the only devices we have ha ha ha catch this puti,russia,negatif
comedy alis russian cousin,russia,positif
russia opposes the peace foundation of the world treaties putin is remarking on the victory of the old world soviet union has not surrendered for the third time russian is a graveyard,russia,positif
also iran north korea china and belarus are in putins pockets with rockets,russia,negatif
sky news is a disgrace the russian ambassador is not being questioned hes being interrogated,russia,negatif
it was america who got boris johnson to stop the ukraine from signing peace agreement because the us ordered him to stop this agreement the original agreement was that nato would not move further into other countries on russian border now the us wants nato on the russian border in ukraine america didnt want russia on their border by entering cuba it was the democrat presidents who have caused this war obama clinton and biden want this war for the weapons industry russia wanted a peace but it was stopped by boris johnson they arm the ukraine with long reaching missiles what do they expect russia to do this media are not telling the truth,"russia, ukraine",positif
the patience the russian ambassador must have to answer questions by these journalists who are so biased that dont even try to conceal it britain has become the uss absolute vassal always happy to join in any venture involving war and yet allowing pensioners in the uk to die of the cold as they cut subsidies for heating,russia,negatif
not 1 inch east if russia let 15 countries to get created they why will it anex them when russia let germany unite free poland moldova many baltic states then why is nato still there why is nato encircling russia disputing elections encouraging woke culture coups are some of the tactics to take over countries 1 by 1ultimate goal is to divide russia into multiple countries and control all its resources use china as their factory do the dirty work without russia china is finished then us west can rule over the world for 1000 years neocolonism where countries are ruled by select natives but all profits are channeled towards westbut but but god has other plans russia putin are doing gods work,russia,negatif
therussian ambassador is just a kremlin shill i couldnt care less what he has to say,russia,negatif
this sky news interviewer didnt seem to want to talk about the violent coup in 2014 that ousted the president of ukraine at the time it looks like they are only concerned about ukrainian people lives when it is the russians doing the killing,"russia, ukraine",negatif
stop giving weapons to ukraine and dont expect to sit out of conflict,ukraine,negatif
he should be sent back to russia he talks rubbish hes just the same as putin hence the words putins clowns,russia,negatif
to many russian loving bots in here,russia,positif
this clowns grasping at straws russia is a butcher aggression this guys a plonker,russia,negatif
this man is irrelevant the kremlin have forgotten that he exists he knows nothing and just spouts lies and disinformation why the msm keeps giving him air time is beyond me,russia,negatif
utter madness for uk to bomb russia this is a step to far,russia,negatif
i dont care about any disputes between the parties ukraine is not part of britain and is not a member of nato are the british ready to accept 3 gifts from putin with nuclear warheads,"russia, ukraine",negatif
no it is the usa and uk who has invaded ukraine remember nulliland,ukraine,negatif
russia uk and the usa signed rhe budapest memorandum in which they guaranteed help for the abolishment of the ukrainian nuclear weapons and bombers now 1 party sees it from a new perspective and ignores it,"russia, ukraine",negatif
this diplomat should be sent back to russia because hes obnoxious,russia,negatif
there will be no military aggression if nato does not expand its membership there was once an agreement between nato and the soviet union russia the agreement letter is still there,russia,negatif
nato article 5 putin u dare to bite lol,russia,negatif
he needs any excuse to enlarge russias already large country in war lies are common and they all talk at each other whilst we watch from our normal daily grind big mac and fries please mr ambassador,russia,negatif
do not be afraid of russia putin the russians threat to uk and nato just to make the world afraid of them russia could not take control of ukraine and loss a lot of soldiers fighting the ukrainians if the world do not stop kgb strongman putin then there will not be peace in the world,"russia, ukraine",positif
north korea is in russia fighting with russia against ukraine,"russia, ukraine",negatif
why is it ok for russia to use iranian and north korean weapons but ukraine can not use the western weapons and how does russia know what weapons the west has to knock down his missiles,"russia, ukraine",negatif
use of chinese technology is neither here nor there i do not know for sure but this use was something employed because of their longstanding business association however the us with the support of uk france and gemany has been assisting ukraine with advanced military weaponry and prolonging this war putin is simply reminding the aforementioned countries of the international outcome of their direct involvement,"russia, ukraine",positif
the american and british want to use ukraine against russian as they are using illegal zionist occupation in palestinians against the middle east all the geopolitical gurus knowledgeable of this is silent,"russia, ukraine",negatif
the majority of the population in russia are happy or not concerned by putin lowering the nuclear threshold,russia,negatif
russia has a strong excuse,russia,positif
the difference is that this type of weapons has to be operated and navigated by us and uk it not a tank or gun ukrainian solders can operate this is now official involvement while previously nato started war in ukraine lead and financed it while pretending it has nothing to do with it,ukraine,negatif
waeis never prettynever goodbut wars will never end as long as man lives on this planetpowermoney and land is always the reasonhow many have to die for this manand his causewhy does the people of russia not stop himwhy does the people of china and nkorea not stop thembecause of power and fearthey live under their thumband are willing to die for they because that is their god,russia,negatif
russia,russia,positif
keir starmer is a fool for risking a counterstrike by russia,russia,negatif
and now russia is threatening usthe indecision of the wast to provide real and unrestricted support is emboldening russian ambition appeasing the kremlin is to sacrifice freedom do we want to suffer the same fate as ukraine,"russia, ukraine",positif
britain is from beginning in ukraine fighting russia,"russia, ukraine",positif
a former woman companion of vladimir putin was diagnosed with syphilis and genital herpes the former companion of putin who wants to remain nameless believes she may have passed on these sexual diseases to putin which may explain his erratic behavior the past two years,russia,negatif
russia has no clue what would happen if they win this war they would get walled in so hart teh cold war would look like ajoke many decades of russian exclusion would follow new border walls with extreme security would be put in place just like in the first cold war which is actually a good thing for west europe with a new iron curtain all the migrants woul dhave no chance anymore to get to europe just like back in the day,russia,negatif
russia should let their missiles do the talking because thats the language uk can under stand,russia,negatif
kremlin can exsept peace by moving back in to russia,russia,positif
the russian population dosent have a clue what putin and the kremlin are doing in ukraineeven his ambassador to england dosent have a grasp on the situation in ukraine,"russia, ukraine",negatif
we shouldnt threaten with missiles we all posses especially russia fighting a country that gave its nuclear power for peace russia us and uk were guarantors in exchange for assurances to respect the ukrainian independence and sovereignty in 94,"russia, ukraine",positif
ukraine has no long range missiles to shoot into russia british always like to invite ambassador for interview and play with words and change interview into debate,"russia, ukraine",netral
starmer has no parliamentary authority to use long range missiles in russia he is operating like a dictator and i dont think he has the ability nor the capacity to be a national leader typical western journalism,russia,negatif
russian ambassador has more chins than a chinese telephone directory,russia,negatif
russia is directly involving north korea in that war russia hypocrisy has no limit their lies have no limits eitherwhy should we have limits,russia,negatif
the russian ambassador tells a very unconvincing true about our former prime minister mr boris johnson this is very true he stop the ukrainians to achieve peace with russia and now we are pretending that this never happenedhow convenient,"russia, ukraine",positif
if he interview mr putin directly he wouldnt hear that kind of intonation then,russia,negatif
whatever bring it on im tired of this st russia threatens nuke armageddon every week now put up or shut up putin,russia,negatif
full of lies this interviewer so its ok for yanks poms and polls to fight but russia cant dont make me laughidiot interviewer,russia,negatif
this guy is reading putins script so he doesnt swallow dive from balcony,russia,negatif
russian ambassadors bullshite we are winning the war because we are advancing in donbas the truth the russian army has advanced 30 miles in over two years at a cost of 700000 dead russian soldiers at that rate it would take russia a thousand years to win the war get real ffs,"russia, ukraine",negatif
he talks about polish mercenaries but fails to mention that russia is using 10000 north koreas 60000 murderous prisoners released as cannon fodder and thousands of murderous units in private armies like prigozhins russia also has many other mercenaries from a whole spattering of countries including cuban snipers shown on the patrick lancaster web site recently,russia,negatif
this idiot echos putins idiocy we can attack ukraine with impunity but ukraine is not allowed to defend itself and certainly not allowed to put one foot inside russia madman putin is using all means possible to escalate but cries like a baby when he gets it back i really dont know why we are playing games with these murders anymore like hitler putin is not going to end the war until we defeat him militarily and the sooner we recognize that the better,"russia, ukraine",positif
the kremlin clearly could do a comedy show,russia,positif
is keir starmer really prepared to sacrifice the lives of tens of millions of the british people for ukraine,ukraine,positif
so much russian bs,russia,positif
ye heavens this government in less than a blink of the eye has given up land alienated most of the population had discussions with big business with the impression that it will link in and sell off more uk assetsand now brought the uk into a nuclear war with russia,russia,negatif
yeprussia sure started something when they invaded a nation where over 92 voted forindependencedi,russia,positif
britain should be careful that the oil rigs in the north sea arent put out of action then we will see how smug starmer is he is squandering tax payers money on ukraines destruction he has blood on his hands,ukraine,negatif
the attack was thanks to trump so putin should retaliate him,russia,negatif
