comment,kebijakan
mentri terburuk,ppn_12_persen
pejabat bodoh kemana hasil sda yg melimpah di negara ini sibuk hilirisasi hasilnya pajak naik,ppn_12_persen
mohon ijin di ganti menteri baru membuat masyarakat sengsara,unknown
mentri keuangan tanpa tahu solusi cara keluar dari lilitan hutang spg nya world bank si jago ngutang,ppn_12_persen
misal gula 1kg modalnya berapa persen diambil 12 persen labanya berapa persen tentu pembeli terasa mahal,ppn_12_persen
rasain lhoooeeee,unknown
menkeu yg satu ini kayak dracula semua pajak di naikin sampai ppn kita menduduki urutan pertama di asia menkeu paling jahat sejak ri merdeka,ppn_12_persen
orang bodoh pun bisa jadi menkeu kalau kerjanya hanya tukang palak rakyat kecil,ppn_12_persen
rakyat dibunuh dengan pajak sekarang rakyat hidup bertahan saja udah susahnya minta ampun ehh ditambah lagi beban pajak satu kata tunggu kehancuran bangsa tercinta indonesia,ppn_12_persen
otaknya dimana si cok udh ekonomi lagi tidak baik malah naikin pajak logikanya dimana heran,ppn_12_persen
parahhh memang,unknown
korupsi makin marak solusinya naikin pajak,ppn_12_persen
di indonesia ini yg makmur cuna elit penguasa dan elit politik beserta anak istri dan keluarga sedangkan rakyat indonesia yg jelata mau susah menderita pun mereka mana mau tahu cuek cuej saja rakyat susah diperhatikan hanya pas ada pemilu pilres dan pilkada,ppn_12_persen
sukurlh punya pmimpin yg bgininikmatin saja,unknown
srimulat semakin meresahkan rakyat jelantah saja muak ni orang tidak pensiun pensiun yg sangat disayangkan knpa pak presiden milih ni orang lagi,ppn_12_persen
gaji dpr naikgaji mentri naikbahkan gaji pensiunan presiden naiktapi kenapa untuk rakyat yg dinaikkan pajaknya,ppn_12_persen
pajak naik karena kalian tidak becus kerja kalian dong yang bayar semua kerugian negara enak aje kita kerja juga tidak kalian cariin kerja udah gajinya kecil dipajekin pula tidak ngotak,ppn_12_persen
jngan buka suara karena cara pandangmu bu tapi bukalah suara melalui cara pandng kami sebagai buruh bangunan bu,unknown
rakyat tambah sekaratbangsat,ppn_12_persen
kalau sekedar solusi butuh dwit lalu naikkan pajak ppn semua juga bisa jadi mentri,ppn_12_persen
pns tni polisi dpr pejabat semua naik gaji tunjangan nya tapi rakyat di cekik,ppn_12_persen
lawan kaum borjuis,unknown
uda bu uda cukup rkyt sensara pensiun sana rakyat mau muntah liat u lg u lg,ppn_12_persen
terus naekin terus suruh maen sini si seri mulyani ke pasar cipulir kondisi dagang kaya gmana biar dia tahu,ppn_12_persen
ayo jangan byr pajakngk ada manfaat yg langsung buat rakyatsakit juga bayar sekolah juga bayar naik angkot juga bayar mati dikubur juga bayar buat apa bayar pajak kalaupun semua diatas gratis baru deh boleh rakyat bayar pajakselama tdk ada yg dirasakan langsung sama rakyat ayo jangan byr pajaknanti uang pajak nya dipake buat beli rubicon lagi,ppn_12_persen
dari zaman ke zaman baru menkeu ini yg paling senang melihat rakyat menderita,ppn_12_persen
pak prabowo bicara negara kita sangat kaya jadi kaya kok pajak naik jadi 12persenenggak malu sama negara tetangga,ppn_12_persen
dulu dibangga2in mentri keuangan terbaik didunia wkwkwksekarang baru pada tahu rasa,ppn_12_persen
harusnya bikin petisi copot sr,unknown
daripada menaikan pajak untuk menambah pendapatan negaramending bubarkan saja itu institusikementrianlembaga negara atau jabatan yang tidak pentingberguna di pemerintahan,ppn_12_persen
mulyono mulyani partai coklat habisin rakyat,ppn_12_persen
pecat saja sri melaratin inikayak tidak ada orang yg pinter saja,ppn_12_persen
kalau tidak mau bayar pajak jgan tngal di indonesia enteng bget ngomongny dari orang yg di gaji dari pajak,ppn_12_persen
maka di goyang saja,unknown
yah dia lagi ajaliat mukanya juga udah males,unknown
sri mulyani sudah sesuai prosedur dalam hati sesuai prosedur buat memperkaya kami para pemerintah,ppn_12_persen
tolak kenaikan ppn 12 persen,ppn_12_persen
stop pajak di negri ini,ppn_12_persen
rakyat sudah sengsara jangan ditambah beban yang aneh aneh lagi seharusnya koruptor itu di miskin kan dan di usir dari indonesia,ppn_12_persen
siap2 makan telor busuk,unknown
sri mulyani org yg ngga punya rasa empati kpda rakyat,ppn_12_persen
entahah apa prestasi dia ini tetap dipertahankan puluhan tahun yg konyolnya lg banyak yg muji muji,unknown
anehnyapresiden spt tutup mata tutup telinga atas jeritan rakyat,ppn_12_persen
pemerintah tidak bisa mengatur keuanganrakyat diperas trskl tdk korupsisemua pejabat hidup sederhanaan pembelanjaan benar benar efektifrakyat relasumber daya alam dikelola swasta oligarkihasil yg didapat hanya sekitar 10mikir,ppn_12_persen
apbn defisit karena pengelolanya tdk becus ngurusnya tikus2nya banyak yg mengerogotipemborosan,ppn_12_persen
boikot pjk,ppn_12_persen
sebesar apapun apbn dinegeri ini pasti akan kurang kurang dan kurang terus selama pengawasan dalam penggunaannya kurang serius anggaran banyak dikorupsi oleh para oknum saya kadang heran kenapa dpr presiden tidak berani menerbitkan hukuman mati bagi para koruptor minimal korupsi 100juta hukum mati apa tidak kasihan kepada rakyatnya,ppn_12_persen
civil disobedience perlu tidak,unknown
jokowi firaun sri mulyono jadi setan betinanyadilanjut direzim badut omon omon bajingan,ppn_12_persen
menteri bego rakyat sdh menjerit masih saja di cekik korupsi merajalela,ppn_12_persen
ex direktur bank dunia kok bisanya hanya meres rakyat sm ngutang,ppn_12_persen
bersyukurlah negeri ini dan rakyat selalu dengan yang disyahkan negara salah satunya adalah harus disyukurin dan dirasakan,ppn_12_persen
memang tidak guna nih menteri para oligarki mau dikasih tax amnesti rakyat jelata dikasih ppn12,ppn_12_persen
rakyat diperasrezim poya poya belum dilantik saja main badut badutan dengan biaya mahal di akmilkeluar negeri ajak adek anak dllkayak reuni keluarga,ppn_12_persen
maju terus ibu menkeudemi indonesia maju,ppn_12_persen
pajak itu hrsnya 5 persen saja,ppn_12_persen
ganti saja sri mulyanibanyak anak bangsa yang lebih pintar dan cerdas keuangan yang punya hati nuranibukan yang hanya pintar omongmulut manisdan hati keras spt menteri keuangan kita sekarang,ppn_12_persen
setuju menkeu nyusahin rakyat pecat saja,ppn_12_persen
woi sri mulyani ingat mati kaukebijakan mu menyusahkan kaum muslimin indonesia,ppn_12_persen
pecat sri mulyani ratu pajak indonesia,ppn_12_persen
apbn bocor karena salah pengelolaan keuangankorupsimental hedon kalau habis tinggal bikin undang2 palak rakyat di instansi pemerintahnya tidak berani tegasga berani pengawasan ketatsrisri,ppn_12_persen
intinya hukum berat dulu koruptor baru rakyat percaya,ppn_12_persen
hukum mati dulu kotuptor itu baru benar naikin pajak bukan solusi buat negara kita,ppn_12_persen
hanya ada satu kata lawan,unknown
seorang makelar kasus saja punya uang tunai 1 t dan emas 50an kg belum lagi harta lain bagaimana dengan hakim dan jaksaya termasuk penyidik jadi sebelum semua jaringan tertangkap rakyat wajib boikot kenaikkan pajak karena pajak akan dipakai korupsi,ppn_12_persen
lol mulyani,ppn_12_persen
omon2 doang rakyat indo by medsos geraklah kalaupun mau ada perubahan tidak penting amat kalaupun hanya medsos,ppn_12_persen
gampang ngebacotnaik naiksoakmenkeu bisa nya ngutang dan naikkan pajak pengangguran numpukmikir lah,ppn_12_persen
makin gendut rekening para koruptor,ppn_12_persen
parasitnya msih banyak,unknown
efek dari mementingkan pembangunan jalan dan ikn dari pada men sejahterakan rakyatnya,ppn_12_persen
pergi saja bu dari negara inirakyat tidak butuh pemerintah yg minum darah rakyatindonesia tuh penghasilan upah terendah di asia tp pajaknya lebih besar,ppn_12_persen
kagak bisa kerja bu srimending mundurbenahi dlu orang2 di kementerian keuanganmafia semua isinya,ppn_12_persen
kalau seorang mentri hanya hanya solusi menaikan pajak untuk apa mentri harusnya kalian cari solusi lain selain menaikan pajak,ppn_12_persen
para maling tidak keberatanlah uangnya sudah banyak,unknown
sri mulyono,ppn_12_persen
setuju batalkan kenaikan ppn 12,ppn_12_persen
garuda biru omong kosong dari kemarin kaleng pecah,unknown
wanita penghuni neraka zalim culas tak berprikemanusiaan dan tukang palak,unknown
sesuai prosedur namun masyarakat menolak ya dibatalkan saja kok kenaikan ppn mutlak dari kajian akademisi praktisi dan prosedur,ppn_12_persen
ini imbas utang luar negeri yang ugal ugalan kita yang hutang kalian yang bayar,unknown
ayo kita ramaikan tolak ppn 12,ppn_12_persen
sri mulyani menjadi menteri keuangan tidak memberikan manfaat bagi ekonomi rakyatlebih baik dipecat saja,ppn_12_persen
rakyat hidup dinegara kaya malah dekenakan pajak gila2an,ppn_12_persen
tolak ppn 12 oleh gerombolan mulfufufafa,ppn_12_persen
target pajak paling besar itu orang2 kaya bukannya dikejar malah rakyat kecil makin diperas,ppn_12_persen
kado istimewa pemerintahan prabowo pajak naik 12,ppn_12_persen
para pedagang akhirnya alihkan kenaikan pajak ke konsumen dan jadi momen untuk serempak naikan harga barang melebihi kenaikan pajak untuk menaikkan keuntunganini terjadi ketika pajak naik dari 10 ke 11baru berjalan setahun eh mau naik lagi jadi 12 sementara imbal balik dari kenaikan pajak dari 10 ke 11 saja belum kerasa,ppn_12_persen
pemerintahan di indo terlalu banyak gaya hidup mewah,ppn_12_persen
10 thn pemerintahan mulyono ratusan t raib ngga jelas sekarang rakyat yg menanggung nyasekaliam ada ppn 25 biar rakyat gantung diri,ppn_12_persen
kalau si sri masih menjabat jangan harap ada nya pembatalan kenaikan pajak 12,ppn_12_persen
ppn12perjanuari 2025tahun selanjutnya bisa 1315 mungkin dan seterusnya ppn patungan pajak negara intinya hutang indonesia dah berjibundan rakyat secara tidak langsung patungan untuk bayar hutang negara dengan menaikkan pajak,ppn_12_persen
kalaupun kata rizal ramli sri mulyani itu beban negara karena dia perpanjangan tangan imf,ppn_12_persen
pegawai pajak debt collector legal,ppn_12_persen
jangan 12 naikan 50 rakyat dikampung ndak pusing tidak ada apa 2 di pajak rakyat makan tumis kangkung bobo yang pusing mau hidup serba mewah belanjax dimall semua,ppn_12_persen
pecat saja mentri keuangan nya ganti saja dengan orang lain kaya tidak ada orang lain saja,ppn_12_persen
pajak dinaikan tunjangan buat para keparat juga dinaikin bangsat emang negeri ini kalau ada tawaran pindah negara mau dah saya,ppn_12_persen
apa tidak mlh sebaiknyadi turunkan ke 10 spy masy hepi dkt githulhoooweekzs,ppn_12_persen
apa tidak bisa pajak konglo yg di naekan apa takut mrl rame2 pindah alias capital flight yaw,ppn_12_persen
wkwkimbas darimenkeu abadi only in konohaooops only in indokonoha lmao,ppn_12_persen
chaos,unknown
gaji swasta tidak naik2,ppn_12_persen
yg miskin tambah miskin yg kaya tambah kaya,unknown
besar kemungkinan nasib prabowo akan sama dengan mertuanya sama sama dilengserkan oleh rakyat,ppn_12_persen
sri mulyono mulyono,ppn_12_persen
menteri satu ini bisanya naikin pajak doang,ppn_12_persen
bisa tidak sih kalaupun masyarakat kompak tidak mau bayar pajak sekalian,ppn_12_persen
naikin dulu umr baru bicara kenaikan pajak,ppn_12_persen
sri mulyani taek isone ngundakno ppn nggo mbayar utang dekne seng utang ooo sales utangan bank titil,ppn_12_persen
kenapa tidak sahkan hukuman mati koruptor dan ramoas hartanya dulu kan koruptor yg makan pajak,ppn_12_persen
sri mulyani itu iblis wanita berkedok manusia bisa bermuka dua apalagi kalau bicara masalah hutang negara pura2 menangis padahal dia juga biang keroknya,ppn_12_persen
cari menkeu yg cerdas apa model beginian di pake,ppn_12_persen
tunjangan dpr naiktak melihat pederitaanrakyat bawah susah sungguh ironis,ppn_12_persen
memang janggal ada udang dibalik batuharusnya korupsi diberantaspajak mobil mewah naikann,ppn_12_persen
ini lah resikonya kalaupun negara kaya raya seperti indonesia di urus sama orang yang tidak tepat,unknown
orang usaha di cekik pajakmana bisa mengurangi pengangguran,ppn_12_persen
tollionggg tandaa tanfaanntaa tamvaah lagij niuh sekampunggdeehh,unknown
rakyat terus jadi sapi perahan,ppn_12_persen
ya buat saja petisi tolak kebijakan konyol sri mulyani,ppn_12_persen
oke gas terus,unknown
setujutolakkenaikanppn,ppn_12_persen
wkwkwkwkwkk bagaimana kalaupun gaji pejabat di kurangi 12 gaji menteri wakil menteri sama efisiensi lembaga pemerintahan yang non value untuk memyehatkan apbn,ppn_12_persen
koar2 kaya pada pajak saja,ppn_12_persen
rakyat siap turun kejln 270jt,ppn_12_persen
sri mulyani belaga bego apa bener2 bego rakyat lagi sulit daya beli kurang masa semena2 naikkan pajak kayak zaman penjajahan,ppn_12_persen
ambisi mulyono ngutang buat efek covid kereta cepat jalan tol belum habis bayar bernafsu bangun ikn rakyat tidak di urus sama sekali malah dicekik lewat pajak,ppn_12_persen
spg utangggg lawakkkkk,unknown
prioritas kan dulu pemberantasan korupsi yang membebani keuangan negara dengan memperkuat kpk dan terapkan hukumatn mati serta penyitaan aset para koruptor karena dari situ penyebab kebocorankebocoran uang negara jangan malah menaikan ppn dan pajak lainnya yang membebani kehidupan rakyat,ppn_12_persen
aturan kenaikan pajak mungkin sudah sesuai prosedur tapi tidak sesuai nurani rakyat dan daya beli rakyat,ppn_12_persen
pajak lbh baik di turunkan yang penting wp harus jujur kalau tdk jujur di sanksi tegas tp yg tdk jujur kebanyakan para elit2 yg punya perusahaqn tambang2 besar ini tdk berani di sentuh oleh pemerintah yg disanksi tegas hanya pengusaha2 menengah dan kecil,ppn_12_persen
pak prabowo yth tolong reshufle ibu2 tidak jelas inisudah belasan tahun jadi mentri keuangan kok malah tambah sengsara saja dibuatnyatunjukkankalau bapak peduli kepada rakyat,ppn_12_persen
calon calon nie kayaknya rakyat yg lapar turun k jln memakan org yg banyak duit,ppn_12_persen
pak prabowo ythtolong reshufle ibu2 tidak jelas inirakyat lg susah malah makin dibuat susahbuktikan kalau bapak peduli sama rakyat,ppn_12_persen
pak prabowo ythtolong reshufle ibu2 tidak jelas inirakyat lg susah malah makin dibuat susahbuktikan kalau bapak peduli sama rakyat,ppn_12_persen
rakyat 12 gpp tp pejabat 78 gajinnya potong bukan salahnya rakyat kok yg mengelola yang salah ya hrs tanggung jawab rakyatnya,ppn_12_persen
pecat srimul yani ngk berguna,ppn_12_persen
tahu rasa rasakan bro bansos dan makan gratis wkwkwk selamat menikmati kemiskinan loe makanya jangan mau disogok ketika pemilu rasain loe semua,unknown
makaudnya sri mulyanipajak di naikin buat para pengusaha yang ngemplang pajak tidak pernah bayar,ppn_12_persen
bubarkan dprhukum mati korupsi aman apbn,ppn_12_persen
potong gaji dari seluruh anggota dprmpr 2 buat nutup masa rakyat terus yang digerus sedangkan kpk mengangkat ketua kpk yang mau menghapus ott apaaan tuh udah bagus kpk punya ott biar tangkap basah para koruptor ini malah mau dihapus kochaks tuh ketua kpk baru,ppn_12_persen
penggurran banyak masi saja ngotot naikan pajakbukan bantuin malah nyusahin dengan naik 12 persen maka cost produksi khususnya sektor swasta makin tinggi dan akibatnya banyak phk trus yg ada kriminalitas tinggibeban negara makin tinggi karena banyaknya hutang yg dibuat mulyono katrok sekarang imbasnya ke rakyat indon contoh itu kereta cepat siapa yg ngotot beli bangun istana kepake ngk bebannya ke rakyat jugasekarang rakyat ngk sanggup bayar malah salah2kan,ppn_12_persen
korupsi penyelundupan import dan eksport lolos terus yaa negara opo ini kumpulan usaha dan mafia saja,ppn_12_persen
rakyat tambah tercekik oleh kerakusan para penguasa yang tidak peduli hidup rakyat kecil,ppn_12_persen
kalau nie mentri tidak dipecatpresiden n wakil serta jajarannya mundur kalau tidak sanggup n tidak bisa kerja apalagi terindikasi atau parahnya terlibat tindak pidanakorupsi kkn dipilih rakyat wat menjalankan tugas amanah rakyat bukan bikin kisruh rakyat bikin aturan2 n kebijakan apalagi uu tolol keblinger termasuk instansi pemerintahan dari tingkatan dpr sampe kelurahandesaadain pemilihan lagi cari gantinya,ppn_12_persen
kita buat petisi mulyani dipecat,ppn_12_persen
ngopeni kejahatanngelakoni kejahatan,unknown
mulyani gaya mulyonoelu saja yg duitmu dipajekintiap 1jt pajeknya 1000uang pajeknya dibagi2 ke rakyat tunaiklo tidak mau pajek buat ke rakyat jangan tinggal di negri kamiminggat aje luiblis betina,ppn_12_persen
sippp sangat setuju pajak naik 20 pun ok,ppn_12_persen
giliran mobil listrik pajak nya berapa itu barang mewah lucunya negeri ini masyarakat kecil makin tercekik,ppn_12_persen
jogetin ajasiang kekebun malam ke diskotik,unknown
pajak naik apa2 ikutan naik termasuk kuota internet makin mahal padahal internet jadi hiburan rakyat no 1 intinya rakyat dilarang senang,ppn_12_persen
wajarlah rakyat bilang g0bi0k,ppn_12_persen
negara mah gampang rakyat tidak bayar pajak denda berjalanrakyat maju kena mundur nyungsep,ppn_12_persen
brantas korup si dan di kurangi bansos,unknown
koruptor merajalela pajak naik terus timbal balik ke masyarakat tidak ad bbm subsidi akan di cabutpengguran merajalela,ppn_12_persen
doa orang dzolimi mustajab ramai2 berdoa meminta menuntut keadilan dan balasan turun untuk uang pajak rakyat indo buat foya2 para pejabat dan pihak2 yg kecipratan,ppn_12_persen
emang tidak ada calon lain yg bisa jadi mentri keuangan kanapa si nenek2 ini terus kan jadi masalah kalaupun tiba2 gila seperti sekarang,ppn_12_persen
sekarang kamu tahu kenapa simul itu tidak kerja di bank xxxxx dan pulang ke indo pulang dengan pencitraan,unknown
gini saja kalau simulyani bilang yg tidak mau byr pajak tidak usah tinggal di indonsekarang dibalik saja kalau simulyani tidak pecus nyari sumber keuangan lain selain cuman menaikkan pajak simul kluar saja dari indonklo tidak takut sm lbp dkk kan naikkan saja pajak masuk mbil listrik china juga pajak tahunannya awasi ketat pengemplang pajak dari pertambangan energi perkebunan dll dll,ppn_12_persen
tolak boikot dan periksa harta kekayaan mulyani agen daripada imf dan anak buah mulyono,ppn_12_persen
pemerintah jangsn sengsarakan rakyat tegakan hukum korupsi berantas habis mentri dikurangin hanya boros anggaran saja bukan menaikan pajak,ppn_12_persen
golongan nya bilang dia cerdas cerdas bikin negara ini di ambang kehancuran,unknown
iyah katakanlah 200 juta orang indonesia dari 375 juta penduduk belanja barang 1000 rupiah 200juta dikali 1000 di kali 1 gila untung tajir melintir itu pemerintah dan oknum pajak mending lari ke jalansekolah dll larinya di korupsi dan ikn proyek setan ndalas mulyono,ppn_12_persen
bu minimal jelaskan dalam bahasa rakyat supaya kita bisa ngerti dasarnya apa naik 12 dengarkan suara hati rakyat dengarkan opsi2 yg dipertanyakan rakyat dijawab itu semua kalaupun dimengerti sama rakyak kan jauh lebih mending jangan hanya bilang sudah sesuai dengan prosedur if you dont want to be public enemy ingat bu ucapan rakyat ke ibu itu sangat ampuh dan ucapan adalah doa,ppn_12_persen
anggota dpr dapat pensiun,unknown
kenapa sri mulyani tetap jadi menkeu agar stok saldo dengan posisi neraca keuangannya tidak bocor ke public,ppn_12_persen
ppn naik 12 untuk bayar hutang jokowi mimpin 10 tahun yg bengkak dari 4000 trilyunan jadi 8000 trilyunan,ppn_12_persen
sahkan udah uud perampasan aset koruptor ini rakyat yang kerja jujur jadi korban terus,ppn_12_persen
yang siapa,unknown
loe milih siapa gaes kemarin serius nanya,unknown
ok gas,ppn_12_persen
bubarkan republik jawa dan kembalikan indonesia 1945rakyat sudah muak hidup dibawah penjajahan dari _kolonial_ pemerintah hindia jawa,ppn_12_persen
brarti pengelolaan uang negara brantakan,unknown
hrusnya pemeritah pokus ke koruptor dulu karena di situ lah celah kebocoran sebesar apa pun ppn yg di terapkan kalau koruptornya masih ada rakyat mah tidak bakal dapat manpaat dri ppn itu sendirikoruptor akan semakin rakus menikmati ppn yg di terapkan,ppn_12_persen
mentri apa rampok,ppn_12_persen
berharap ada menteri yg bermanfaat utk ummatehh justeru dikabinet baru dapat menter tidak berguana,unknown
dari awal dia menteri belasan tahun lalu sampai skrg hanya bikin beban bulanan saya doang,unknown
pejabat semakin kaya rakyat makin sengsara,ppn_12_persen
26 11 2024 08 08 kisi kisi mewakili seluruh warga negara indonesia yang awam ilmu politik hubungan bilateral antar negara ingat jika ada uang investor asing yang ramai di you tube berita televisi jangan bangga terlebih dahulu uang investasi yang di bawa pak president bukan uang gratisan dari pemerintahan penguasaha dari negara lain melainkan suatu hutang yang harus di bayar yang salah satunya dengan menaikan ppp menjadi 12 hingga yang terasa sampai saat ini kita semua di desak mengunakan aplikasi tiket kereta api online yang selalu ketika di gunakan harus mau aplikasi tersebut di racuni oleh undangan program dajjal yang terkutuk up date tergoblok idiot play dan itu strategi pemerintahan negara amerika china agar kita kita sering membeli hp android baru dan memberikan uang metode palakan dajjal play storenya,ppn_12_persen
jadi kelihatan dungunyamasak reactionx koment tdk etis,unknown
berarti sri mulyani ini aslinya mafia alias tukang peras,ppn_12_persen
mulitple efek kenaikan ppn ini ngeri daya beli sedang lemah akan makin lemah dunia usaha makin lesu omzet turun hasilnya penerimaan ppn akhirnya turun bukan naik meskipun tarif naik,ppn_12_persen
sudah sesuai prosedur menurut gerombolan maling mungkinmereka yg pesta rakyat yg di suruh beres beres,ppn_12_persen
kebijakan yang berbenturan dengan kemampuan masyarakat indonesia kalangan bawah kebijakan yang menyengsarakan rakyatakan menjadi dosa besar,ppn_12_persen
menyusahkan rakyat saja pekerjaannya,ppn_12_persen
naikkan pajak solusi terbaik,ppn_12_persen
percuma jadi dpr kalau tidak memihak rakyat buat apa kita pilih mrk utk bekerja disana buat makanin uang pajak kita saja kalian mau naik gaji rakyat susah kerja layak rakyat kebutuhan pokok naik apa kalian tidak peduli kalau sdh begini hanya tuhan yg bisa kita percaya,ppn_12_persen
lebih setuju hapus pajak,ppn_12_persen
pajak naik anggaran negara naik nilai uang yg bisa di korupsikan naikbersihkan dulu kekorupsian setelah itu tinjau ppn perlu naik atau turun,ppn_12_persen
saya rakyat indonesia mulai saat ini menolakmembayarpajak,ppn_12_persen
gaji dan tunjangan dprd maks 20jtgaji dan tunjangan dpr maks 35 jtgaji dan tunjangan petinggi tni polri kemenkeu jaksa kehakiman dst maks 25jthapus dana aspirasi dprpotong dana bos dan dana desahilangkan jabatan tak esensial di pemerintahan wamen stafsus dstpercepat ruu perampasan asetpangkas jumlah kementrian dan kelembagaankurangi rekrut pns non esensial seperti tni polisi perbanyak guru dosen 1 kapolda bisa pakai 10 ajudan kan tidak penting komen dibawah kalau ada saran2 yang lain akan saya tambahkan di list saya nanti,ppn_12_persen
mulyono mulyani,ppn_12_persen
ppn naik harga barang naik daya beli masyarakat otomatis turun apakah ekonomi akan baik2 saja si sri ini apa tidak mikir ya padahal katanya pendidikannya tinggi,ppn_12_persen
lebih baik gaji para pejabat negara di potong,ppn_12_persen
para pejabat dan para wakil rakyat negeri konoha yg super tidak berguna hanya memikirkan bagaimana untuk memras rakyat jelata saja demi kepentingan dirinya sendiri bubarkan saja,ppn_12_persen
quen of pajak,ppn_12_persen
semoga keluarga sri mulyani sehat tidak kenapa2 makan duit rakyat,ppn_12_persen
turunkan sri mulyani,ppn_12_persen
menteri anggota dprmpr gaji para petinggi bumn di gaji besar hasilnya juga tidak seberapa ini semuaaaaa beban negaraaaaaa jangan kalian dzolim ke rakyat kecil,ppn_12_persen
goblok imbasnya nti barang2 akan naik harga nasib rakyat jadi sengsarapengangguran masih banyak tingkat kriminal tinggi,ppn_12_persen
demo indonesia darurat 20,unknown
inilah yg dinamakan orde baru jilid dua,unknown
hahaha emng kalau rakyat demo arau protes bakalan didengerin tidak bakal kali pura pura budeg mah mereka,ppn_12_persen
jogedin saja,unknown
liat chanel nya guru gembul di situ ada niat jahat dari mulyani sejak 2007,ppn_12_persen
berharap bakal di denger kg lah ngaco rakyat hanya di jadikan ajang coblos mencoblos doang udah gtu buat peraturan sukasuka,ppn_12_persen
awal 2025 tidak usah belanja ke retailbelanja di warung saja dan jangan bayar pajak krn pemerintah jelas jelas berbisnis dengan rakyat,ppn_12_persen
benar2 udah tidak waras pemerintah ayolah mending kita semua berontak minta merdeka sendiri2,ppn_12_persen
yg katanya wakil rakyat managalak ma instansi lainmarah2kok tidak ada suaraga galakketika rakyat merasa trbebanirakyat malah bersuara sendirike mana wakil suara rakyatapa habis suara buat negurmarah2 ke instansi lainnah buat apa ada wakil rakyat klau rakyat ujung2nya harus brsuara sendirimahal lagi biaya wakil rakyatmending biaya buat rakyat klau ujung2nya rakyat harus bersuara sendiribpprabowo rakyat brharap pada bapak,ppn_12_persen
dengan hormat pak presiden prabowo subianto gibran rakabuming mantan presiden joko widodo lebih baik menteri keuangan bu sri mulyani uda kacau buat negara nih dia pengusung yang takut sama parpol makanya dia tunduk parpol membuat negara hancur dengan cara menaikan pajak 12 mending di pecat dari menteri keuangan kalau nii dinaikan semua akan kena lainya menjadi money laundry jangan sampe terulang kembali seperti jaman mantan mertua bapak saat krisis ekonomi 98 mohon pak indonesia itu uda smart rakyat ya kita sebagai rakyat juga butuh kesejahteraan kedamaian dan kemakmuran negara kita kaya pak dimana potensi kita harus bisa menjadikan negara kita kuat dan menjadikan kita memiliki teknologi sendiri kita belum terlambat disni kita harus basmi dulu orang orang bermuka iblis didalam pemerintah pusat seperti dpr mpr ma pemerintah daerah atau propinsi kepala daerah gubenur kades walikota camat aparat dan ormas maaf pak saya bikin bersuara karena saya orang kecil dimana orang kecil butuh seperti saya dan lainya butuh kemakmuran kesejahteraan jangan dibikin kacau balau oleh oknum tidak sesuai visi misi presiden presiden ingin negara kita maju rakyat adil makmur sejahtera tidak ada lagi penderitaan dengan ikutin perintah presiden tapi itu tidak akan mengikuti sejalan lebih baik di 34 provinsi cari oknum oknum perusak negara maupun itu dpr mpr dpd gubenur walikota bupati camat atau aparat serta ormas pasti ada melakukan kejahatan korupsi pungli ke rakyat masih ada judol narkoba bekingan proyek ilegal itu masih ada di negeri kita ini bapak prabowo subianto kalau bapak punya niat baik untuk negeri itu lakukan inteljen bapak cari pejahat dalam tubuh yang diatas saya bilang tadi inget orang pintar itu belum pasti untuk mementingkan negeri nih melainkan mementingkan kekayaan sendiri tidak bersyukur sedangkan orang yang tidak pintar tahu cara untuk kemanusiaan dimana kita manusia kan pasti mementingkan dulu negara kita nih buat kebersamaan tidak mentingkan kekayaan sendiri dan selalu bersyukur apa dimiliki walaupun gaji pun sudah ditetapkan oke pak salam dari saya tunjukan kegarangan mu pak presiden subianto saat bersuara pindato didepan media ratusan juta rakyat indonesia sudah di tonton dan menyaksikan pidato bapak rakyat indonesia ingin melihat keseriusan bapak hormat saya oke sri mulyani menaikkan pajak tanpa sepengetahuan presiden wajib dipecatkan dari menteri keuangan ri sri mulyani,ppn_12_persen
kalau tidak bisa lebih baik mundur saja,unknown
kalau masih mengandalkan pajak atau upeti itu artinya rakyat kecil di jajah sendri di negaranya dlu ktanya waktu indo di jajah kan pingin bebas upeti dri kompeni kenapa skrang malah mau lebih dri kompeni konyol sekali menurut sya negara yg ktanya kaya sumber daya alam nya kok masih mikir nya upeti dan upeti,ppn_12_persen
he sri mulyani pajaaaak ae mbok pikir njaluk duitttt ae isok e koen iku cek bencine bek kelas menengah golek kerjo angel malah isok e njaluk duiiit ae,ppn_12_persen
akibat jor joran dan kebanyakan hutang di eramulyonosekarang rakyat seolah diisuruh ikut memikulnya,ppn_12_persen
menkeu terburuk anggota dewan bqcot presiden joget ayo boikot mereka jangan pilih lagi hemat belanja kalau rakyat bersatu kita rubah negara yg sudah busuk ini ke arah yg lebi baik mulailah dengan boikot blnja yg tidak berguna boikot pajak,ppn_12_persen
kalian sadar tidak si pajak 12 yg di naikan itu 1 nya untuk biaya program makan siang gratis masa kalian tidak ada yg paham,ppn_12_persen
sri mulyono adalah sumber kesengsaraan rakyat mentri tidak guna dipake belasan taun kayak tidak ada lagi orang pintar saja indonesia otaknya hanya ada pajak pajak dan pajak,ppn_12_persen
mulyani babu imfmakin kebar kebur,ppn_12_persen
suruh jokowi bayar hutang yang dia bikin bukan pada warganya goblok banget sri mulyani ini,ppn_12_persen
pajak terosssss pajak terooosss to maksimalin kek usaha2 milik negara,ppn_12_persen
ganti mentrinya bosku,ppn_12_persen
