comment,paslon
mulyono mang bajingan ndablegkalo begini jateng siap chaos ratakan dan bakar seluruh kantor polisi dijateng,luthfi_taj
tekatku sudah bulat memilih pak andika hendi,andika_hendi
no pdi siapapun calonya,andika_hendi
jateng perkasa 01,andika_hendi
rakyat wes ora percoyo karo clon sek kaean misi janji2ujunge sonkmeneh,luthfi_taj
bravo kpu jateng,unknown
wkwkwkwk debat bawabawa nama agamalawak,unknown
wez mantep milih seko tni ae asli soko magelang mosok ape milih sambo wong suroboyo,"andika_hendi, luthfi_taj"
"kami sekeluarga pilih andika  hendi

untuk jateng lebih baik",andika_hendi
semua keluarga dan temanteman ku pilih no 03,unknown
pps selabaya hadir,unknown
andika perkasa top,andika_hendi
tetep pak andika perkasa,andika_hendi
bismillahirrahmanirrahim yakin aku dan klurgaku milih pak andika,andika_hendi
jos andika,andika_hendi
"warga yang cerdas dan bijak pasti pilih andika  hendi

jateng perkasa",andika_hendi
lutfi  yasin sibuk sendiri dengan contekan2 beda sama andhika  hendi yg lebih siap tnpa contekan2,"andika_hendi, luthfi_taj"
andika hendi top,andika_hendi
"pak andika lebih arif ilmiah visioner dan intelektual dalam berpendapat
tanpa teks pula",andika_hendi
pertanyaan apapun jawaban nya ngopeni  ora mikir blass,unknown
moderator pembawa acara  yg cewek kaga pernah senyum cemberut melulu gt tidak ryamah,unknown
pilih grean tea drpd wafer,unknown
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
andikahendi sakjose,andika_hendi
saya bersama pak lutfi dan gus yasin,luthfi_taj
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
wong cetho ya jelas milih e 02,luthfi_taj
nderek dawuhe pak prabowo kalian pak jokowi,luthfi_taj
01 pling ok,andika_hendi
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
02,luthfi_taj
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
tni lbh dipercaya rakyat kecil drpd polisi,"andika_hendi, luthfi_taj"
wes kapok karo banteng korupsi tok  mending all in 02 sing penting ora banteng,"andika_hendi, luthfi_taj"
tegal al in 02,luthfi_taj
lupi ngoblang tok,unknown
semoga aja terpilih nya salah satu bpk menjadi jawa tengah menjadi makmur dan menjadi jawa tengah menjadi sejahtera,andika_hendi
kasihan bintang 4 hanya dijadikan petugas partai,andika_hendi
derek pk prabowo mawon,luthfi_taj
"andika  hendi
nomor  1",andika_hendi
orang cerdas tdk pili sambo,luthfi_taj
menyala pak lutfi yasin,luthfi_taj
andika hendi menang,andika_hendi
jateng bersama lutfi yasin asekk,luthfi_taj
andhika hendi,andika_hendi
01 pokoke,andika_hendi
gacor pak lutfi  gus yasin,luthfi_taj
gubernar ya oleh,unknown
pak andika dan pak hendi semoga menang,andika_hendi
no 1 sangat sangat layak jd gubernur jateng,andika_hendi
pak andika jelas cocok jadi pemimpin jateng all in dari boyolali utara,andika_hendi
"pertarungan elite poltik
strateginya sebagai berikut 
1 calon baru yg kuat 2029 ditumbangkan dulu 
2 supaya anak 050607 dan beberapa ketum partai retreat magelang supaya bisa nyalon 2029 
3 mari di tawarkan kepada 08 mau dukung yg mana di 2029


hahaha  pertarungan elite politik ditentukan mulai dari pilkada 

masyarakat hanya kepuasan batin  dan memilih secara emosional kabaikan seseorangtokoh di dalam batin saja untuk saat ini 
karena visi misi tidak penting yang penting endorse dan didukung oleh tokoh

yg harus dipilih di pilkada sebagai berikut
 visi dan misi jelas","andika_hendi, luthfi_taj"
02 lg bagi2 bansos dmn mana  mengerikan skema nya masih sama kya pilpres kmaren,luthfi_taj
hahahahah tendensius orang aturan disuru nanya paslon kok tendensius dibilang ditanya ya jawab jawab ae  kok isi kayak terkesan prihatin kayak terzolimi tekniknya,unknown
gemetar kenapa ya pak andika pas di awal sambutan,andika_hendi
ada yg terlalu menggebu gebu  jatuhnya terlihat seakan emosian jatuhnya omon omon dan bisa nanti cawe sana cawe sini untuk terlihat baik di publik padahal emosian,unknown
ada yg emosian terlihat gimmick dan gerak gerik,unknown
lain aura vibrasi terasa pasangan andika hendi,andika_hendi
sepurane pak yasinwinggi2 sampean tak coblos 2024 niki tak leren nyoblos sampean riyen,luthfi_taj
ini visi misi ahmad lutfi saya akan garis bawai yah kami tidak makan karena ada rakyat miskin yg tidak makan,luthfi_taj
no 2 pak lukfi,luthfi_taj
ngapain pakek ambulan,unknown
pinter  pak lukfi  keren pasti masyarakat  pilihan  pak lukfi,luthfi_taj
ia klu sehat pak aneh juga,unknown
amin bismillah  pak lukfi,luthfi_taj
semuga pak lukfi  lebih unggul penerus pak jokowi,luthfi_taj
amin semanggat  pak lukfi,luthfi_taj
yg memilih pak andika berarti otaknya cerdas sayangnya saya orang jabar bukan orang jateng jadi engga bisa memilih pak andika,andika_hendi
02 mantap,luthfi_taj
menuju jateng perkasa,andika_hendi
lutfi pinteran bahase jowo2 kuno sedangkan andika wong bandung ora bkal ngerti tpi dewene ngomong2 filosofi dw ne yo nyontek angger ngaku jowo asli yo jane ora usah nyontek toh,"andika_hendi, luthfi_taj"
01 yes andika perkasa tetep di hati,andika_hendi
pokona aku dukung taz yasin,luthfi_taj
hore sambo,luthfi_taj
siapapun yg menang bs membawa jawa tengah lebih baikpeduli rakyat dan mengetahui kekurangan rakyat dan mau mendengarkan keluhan rakyat bisa bawa jateng lebih maju,unknown
andika hendi menang,andika_hendi
pak andika kemenangan di depan mata,andika_hendi
jateng waras pak  jateng sehat,unknown
pake bpjs saja kadang susah apalagi gratis begitu kira kira no 2 kebanyakan janji janji,luthfi_taj
jateng anti polisi sambo,luthfi_taj
jateng all in andika,andika_hendi
"iki sing komen koq raono sing milih jongose 12 partai yoo

bismillah tgl 27 sak keluarga dan tetangga terdekat akan memilihnyoblos no01 jateng perkasa","andika_hendi, luthfi_taj"
andika hendi selalu perkasa dan menyala di jateng,andika_hendi
tolong kasih saya penjelasanmengapa saya lebih cinta tni dari pada polisidan knp masyarakat lebih takut kpd polisi dari pada tnikalian sudah paham tanpa harus di jelaskanjk jateng ingin sejahtera jgn lupa pilih andika perkasa,"andika_hendi, luthfi_taj"
aku akan mendukung langsung bagi yg punya misi menaikkan upah semua kota di jateng,unknown
dekingane gede tapi kurang cerdas yaa percuma,unknown
pasti 01 tetap perkasa buat jawa tengah,andika_hendi
20718,"andika_hendi, luthfi_taj"
program pelayanan kesehatan gratis mmg bagus tp syg sekali tdk ada yg peduli dng kesadaran budaya hidup sehat masyarakat krn budaya hidup sehat sngt penting bg kemajuan sdm jateng,luthfi_taj
paling top  pak andika,andika_hendi
selalu suka debat pak hendi vs gus yasin,"andika_hendi, luthfi_taj"
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyatga banyak janji2,"andika_hendi, luthfi_taj"
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyatga banyak janji2,"andika_hendi, luthfi_taj"
tetap andika hendi,andika_hendi
visi dan misi gubenur jateng,unknown
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyatga banyak janji2,"andika_hendi, luthfi_taj"
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyatga banyak janji2,"andika_hendi, luthfi_taj"
paslon 01 lebih layak mimpin warga jawa tengahkarena dari tnitni bersama rakyat,andika_hendi
andika perkasa hendar prihadi sopan santu nya dapat,andika_hendi
tni pak prabowo cagub tni andika perkasa,"andika_hendi, luthfi_taj"
tetap terbaik jiwa pemimpin andika hendi,andika_hendi
"yasin baperan sin yasin menyombongkan jabatannya eh di buka faktanya malah baperan gus gus yg dapat gelar gus siapa yg hatinya legowo siapa  haduh koyo ngono nyalon pemimpin guang kalen wae
mantep ayah nya mbah maimoen lebih pintar",luthfi_taj
gus yasin terlalu banyak omon omon,luthfi_taj
tetap pak andika hendi,andika_hendi
andika no 1,andika_hendi
rambo rambo yees,andika_hendi
andikahendi,andika_hendi
jateng perkasa,andika_hendi
pak lutfi janjinya banyak banget bisa kelaksana gak yakin realistis dikit pak,luthfi_taj
kang sibiru terlalu tinggi omonganya kang,unknown
pengen pilih pak andika tp lihat partai ya jadi gk jadi,andika_hendi
siap nyoblos nomer 1 pak andhika,andika_hendi
pilih no 2 selamat dunyo akhirat,luthfi_taj
no 2 menang beekah,luthfi_taj
para pendukung p andika p hendi tolong awasi yg sebelah biar aman gak seperti pilpres kemarin,andika_hendi
number one  go go go,unknown
mantaf 1 rb komen dukung pa andika semoga terkabul ayo gaes jangan pilih ladusing yg suka merusak cctv dan menghilangkan barang bukti pungli merajalela dijalanan,andika_hendi
pak andika dan pak hendi pilihanku jateng,andika_hendi
pak andika hendi untuk jateng,andika_hendi
andika hendi,andika_hendi
gijil,unknown
gus yasin ngmong puskesmas keliling pembantu sanggahkan jawaban pak hendi pak hendi menjelaskan ketika beliau jd wlikota dlu kota semarang malah sudah lebih unggul  karena udah ada namanya ambulan hebat  itu bukan kampanye kota  tp sbg cerminan klo beliau dlu pernah membuat kota smrg lebih hebat dgn layanan kesehatanya dn melayani warga kerumah langsung tanpa pasien dateng kepuskesmas salut pak hendrar prihadi  saya wargamu sangat bangga ketika beliau jd walikota,"andika_hendi, luthfi_taj"
andika jateng tetap perkasa,andika_hendi
02 klo di beri masukan dan diberi pendapat mendengarkan tapi tidak melihat org bicara tidak seperti 01 yg selalu memperhatikan lawan bicara dan sangat menghormati  hal kecil sprti ini sngat bisa dilihat dr watak dan sifat seseorang,"andika_hendi, luthfi_taj"
mereka kena phk gegara aturan siapa,unknown
bismillah andika menang total,andika_hendi
01,andika_hendi
saya warga jateng mendoakan semoga bp andika  bp hendi terpilih dalam pilgub besok aamiin,andika_hendi
kas iki piye to kok kabeh milih jendral andika karo pak hendikan ono paslon nomer 2 kas,"andika_hendi, luthfi_taj"
yang melayani dan bener2 akan kerja keras nantinya sebagai gubernur saya pikir paslon no01 semoga rakyat jateng cerdas dalam memilih pemimpin lihat bagaimana dia memimpin keluarganya rekam jejak itu penting,"andika_hendi, luthfi_taj"
andika hendi menang,andika_hendi
yang komen pilih andika hampir 99,andika_hendi
ada banyak agama selain agama muslim pak lufhfi,luthfi_taj
pak lutfigus yasin,luthfi_taj
andika president 2029,"andika_hendi, luthfi_taj"
andika 2029,"andika_hendi, luthfi_taj"
jateng perkasa 3,andika_hendi
panggah rambo perkasa untuk jateng,andika_hendi
gus yasin mf krna sampean ora due komitmen nyalon wakil e pak ganjar wes tek pilih nyalon  dpdri yo tek pilih ko nyalon wakil maneh yo ngapurane saiki aku ora milih sampean gus,luthfi_taj
tanpa endorse artis andikahendi tetap eksis tanpa endorse presiden andikahendi tetap keren,andika_hendi
pilih koq itu2 aja aku pilih  andika hendi,"andika_hendi, luthfi_taj"
alhamdulillah bapak andika_hendi hidup tni,andika_hendi
"tan gendhak gunaning jalmo
ora pingin ngimbangi opo maneh minteri rakyate dewe",unknown
ini yg bilang 02 omon omon menggebu gebu kebanyakan janji waktu pilpres milih prabowo ga ya kan beliau paling banyak programnya,luthfi_taj
02 sangat menggebu2 banyak janji kita akan kita akan bosan saya dengar,luthfi_taj
nomer 1 selalu di hati andika hendi perkasa,andika_hendi
pak lutfi dan gus yasin q ya alloh,luthfi_taj
tetep andikahendi,andika_hendi
si lutfi dan yasin lupa kalo rakyat jawa tengah tidak hanya islam saja masyarakatnya makin yakin andikahendi lebih pantas memimpin jawa tengah,"andika_hendi, luthfi_taj"
mantap pak andikahendi jateng perkasa,andika_hendi
lutfi ga nyambung apa yg di omongin pk andika soalnya dr tingkat ilmu n pengalaman jauh jd yg di omongin ga nyampek bisanya cm nyalahin,"andika_hendi, luthfi_taj"
andika dimari,andika_hendi
hanya pak andika yang ngomonya sesuai isi hati tidak perlu banyak janji tapi saya yakin tni di bawah kepemimpinan pak andika aja perkembangan sangat pesat saya yakin brafo pak andika rakyat sealalu mendukungmu,andika_hendi
keren,unknown
ngeluruk tanpo bolo genah jelas jaluk tulung bang mul sama bpk lho ya,unknown
1,andika_hendi
pak andika hendi terbaik pokoknya,andika_hendi
saya sudah tetap pilih pak andika pak hendi nomer 1 wes titik,andika_hendi
rambo,andika_hendi
2,luthfi_taj
tae janji ngalor ngidul kalau jadi pasti lupa apa yang di ucapkan politik oh politik  blok,unknown
saya pilih andika saja,andika_hendi
rambo,andika_hendi
bpk andika idolaku al the best dari selandia baru,andika_hendi
dari new zealand dukung bpk andikaall the best,andika_hendi
satu tetap pilihanku,andika_hendi
andika handytenangkalemsantun,andika_hendi
ngayomi nglindungi ngopeni nglakoni,unknown
andika handyyes,andika_hendi
andikahendi 01,andika_hendi
jawa tengah kandang banteng,andika_hendi
polisi memberikan perlindungan  bayar nggak,luthfi_taj
"tetapi tetap hati hati dan kawal suara anda jabgan sampai kabur dan hilang ditengah jalan 
kawal terus andika hendi jadi gubernur dan wakil gubernur jawa tengah",andika_hendi
no 2 omon omon,luthfi_taj
Wop tumben nomor 2 tidak bawa buku Biasa ada buku yang dibolak balik macam setrika Udah menghafal mati mungkin yah,luthfi_taj
no 1 terbaikno debat,andika_hendi
p andika,andika_hendi
dilihat dr yg koment 95 no 1 semoga no 1 bisa jadi,andika_hendi
hanya p andika handy untuk jateng,andika_hendi
ini jatengmasmbak masyarakat nya gk ngaruh ama bansos apalagi endorse insya allahandika  hendy  jateng perkasa,andika_hendi
"lutfi yasin yes rambo sambo no
 masak jateng mau di pimpin oleh para mafia","andika_hendi, luthfi_taj"
bpkandika smgbisamerubahjateng yg  jdimakmur dnsenahterahhnya bpk andika yf cocok huat jatengmenangkn nmr urut 1,andika_hendi
bingung mau pilih yg mana ya,unknown
wes no debat aku andika hendi no1 for jateng,andika_hendi
02,luthfi_taj
pati hadir bpk andika  hendi,andika_hendi
andikahendi mantap,andika_hendi
harusnya itu memikirkan bagaimana cara atlit di jawa tengah itu bisa di dukung oleh pemerintah dan dan bikin atlit di jawa tengah itu bisa di kenal dan mengenalkan olahraga di jawa tengah yg berprestasi malah bahas mancing,unknown
alah gak pnting debatdebatan kyk gini nnti yank menentu kan rakyat yank memilih,unknown
01,andika_hendi
andika,andika_hendi
"itu marah marah apa debat untuk memperlihatkan kecerdasan wkwkwkwk  
lutfi yasin hanya orang orangan jokowi sama prabowo",luthfi_taj
tulus alus tidak menggebugebu bismillah andika hendi 01,andika_hendi
pasangan no urut 2 janjine keduwuren pol hm ra masuk,luthfi_taj
mari kita datang ke tps masing masing tgl 27 nov 2024 coblos no  1 andika hendi,"andika_hendi, luthfi_taj"
rambo,andika_hendi
"rambo vs sambo
polisi itu ruwet korban bisa jd tersangka dan penjahat bisa bebas warga lapor harus bayar kecuali viral dulu baru polisi bertindak cagub dr polisi wajib tenggelamkan","andika_hendi, luthfi_taj"
skrang kok ada debat debaran kyk gini ya klo mau pilkada bkin ricuh jha,unknown
15136 emosi bos hahaha,andika_hendi
tni ngerti deweta barange,andika_hendi
satu kata mooh calon endorsan cawe cawe,andika_hendi
oi atlet bung bukan mancing yg kamu besarkan 02 tolol,luthfi_taj
tetap pilih pak andika hendi,andika_hendi
progamnya tidak muluktapi saya yakin pasti nyata tidak halu ekwkkw,unknown
nomer 01 mantap bahasanya mntap,andika_hendi
calon wakil gubernur 02 takut disekak pah hendi karena omonganya nggak pernah pas udah petnah jabat tapi nggak pernah kerja apaapa plonga plongo aja,"andika_hendi, luthfi_taj"
nomer 2 bicaranya muter2 kaya bencong aku tidak tertarik blas tetep andika gubernur ku,"andika_hendi, luthfi_taj"
andika perkasa unggul untuk jateng,andika_hendi
no 02 gubernur wayang golek  mleco ra ceto,luthfi_taj
citra polisi sdh terlanjur buruk di masyarakatitu menurut data dn fakta,luthfi_taj
mendatangkan artis judi online no 02 itu bagus,luthfi_taj
purbalibgga pasti ya andika,andika_hendi
koe gawe wisata 1 we urg mbok lakoni kok rep gawe  10 wisata  02 ming ngawur tok mung kegeden suoro tok koe,"andika_hendi, luthfi_taj"
rasanya pak andika lebih bisa dipercaya matur nuhun,andika_hendi
good,unknown
nomer 2  jangan manggutmanggut kaya  kasino warkop aja,luthfi_taj
pak ahmad lutfimbludak berkata2 seperti eminem wes to percoyo jateng koplinge andika heidi tensi normalurip tambah gumregah joss no1 menyala,"andika_hendi, luthfi_taj"
hey 02 jaminan keamanan opo kriminalisasi  opo dijamin di kriminalisasi,luthfi_taj
"pilihanku ttp rambo no sambo 
jateng perkasa","andika_hendi, luthfi_taj"
yg terlalu berapi api dan bnyk omon2 biasanya itu kbnyakan janji2 dan ibarat nya tong kosong nyaring bunyi ttp rambo selow dan tenang tapi lebih ke inti permasalahan nya 01,"andika_hendi, luthfi_taj"
"andai saja saya warga jateng pasti dan pasti andikahendi yg sudah tidak di ragukan lagi janji gak muluk2 insyaallah amanah 100
dan partai pengusung itu tidak di permasalahan terlalu terpenting karakter calonnya","andika_hendi, luthfi_taj"
adab paslon 01  liat sangat sopan mendengarkan dan melihat lawan  respect perkasa jateng,andika_hendi
waspada bnjir bansos d hari sebelum pencoblosan seharusnya bansos setelah pencoblosan biar adill engga memihak,unknown
wakile lutfi jawabane kokehan gelang geleng koyo wong nyabu menjab menjeb koyo rondo,luthfi_taj
oalah pi lutpi  janjimu keduwuren ati2 lo nek omong sak omong ra masuk,luthfi_taj
jateng diy ump terendah dijawa  harga kebutuhan pokok sama se jawa itu sungguh tdk adil,unknown
coblos kabeh,unknown
ngopeni dan nglakeni sudah tidak di dengar saya warga cilacap tetep dukung andhika  hendy yang mantan panglima tni yes,andika_hendi
salut sama pak andika slalu menatap lawan bicaranyahormat pak andika jateng menyala bersama andikahendi,andika_hendi
andika hendi,andika_hendi
taj yasin cuma mikirin santri doang umat lain kaga dasar jual agama cuih munakfik bermuka dua dari dulu tukang kprupsi,luthfi_taj
yak yasin jual agama  wes lah tni baee sing jelas terbukti melindungi jujur dan adil,"andika_hendi, luthfi_taj"
andai aku warga jateng pengen banget bisa mendukung pak andika perkasa,andika_hendi
semin gunungkidul yogyakarta berdoa untuk pak andika di jateng,andika_hendi
raut wajah pak andika dan pak hendi tampak hitam mungkin karena lelah berkunjung panas2 an ke masing2 daerah semangat pakk saya siap mendukung 01  insyallah jawa tengah di pimpin tni jateng kuat anti suap sikat babat para koruptor,"andika_hendi, luthfi_taj"
"ini sangat konyol
dari jawabannya sangat jelas
pasangan no2 sangat menguasai panggung dan tepat sasaran dlm menjawab berbagai pertanyaan
tapi kok banyak yg komen  keno1 
pasti sudah dapat serangan fajar duluan ini","andika_hendi, luthfi_taj"
andikhendi for jateng,andika_hendi
aku orang ntb tapi dukung calon nomor 1,andika_hendi
andika gk bs debat tp bs kerja,andika_hendi
mantap pak andikahendi,andika_hendi
mantap pak andikahendi,andika_hendi
mantap pak andikahendi,andika_hendi
"di youtube dan sosmed lain setuju andika jadi di tiktok doang yg setuju lutfi jadi wkwkwk
buzzer tiktok meresahkan wkwk","andika_hendi, luthfi_taj"
pendukung 02 kita gak usah debat dan jelekin lawan kitq buktikan aja nanti tgl 27 teta 02 menang,luthfi_taj
andika perkasa 1 putaran,andika_hendi
ayo gusur mulyono,luthfi_taj
adap andika menjawab pertanyak an lutfi dia menghapnya tpi klo lutfii kyak cuek pda andika,"andika_hendi, luthfi_taj"
"n02 pak luthfi  yasin
penjenengan joss pak
gaya bicaranya sangat tegas lugas dan cerdas
bismillahirrahmanirrahim banteng tumbang di kandang
aamiin","andika_hendi, luthfi_taj"
ke2 paslon mempunyai kompeten untuk memimpin jateng dibawah siapapun memimpin semoga jateng terus membaik,luthfi_taj
"pdip ketar ketir gak tuh petinggi negara udah pada turun gunung
makanya bu mega jangan sok iye ngerendahin pak jokowi 

salam lugas","andika_hendi, luthfi_taj"
jateng perkasa tanpa fufufafa dan bapaknya,andika_hendi
"kami warga jawa tengah dengan rasa ketulusan hati tanpa intervensi partai coklat mendukung andika hendi menjadi gub jateng 

jatengperkasa
beranijujuritubaik","andika_hendi, luthfi_taj"
"lugas
luthfi gus taj yasin 
ngopeni ngelakoni jateng",luthfi_taj
bismillah pak andika bawa jateng lebih baik maju,andika_hendi
tetap andika donk,andika_hendi
bicara lowongan kerja apa ya sampai gubernur ngurusin masarakat g ada ceritanya apa usaha masarakat di arahkan kl g jungkir balik sendiri g pernah gubernur ngurus omon2  yg di suguhkan  masarakat sdh bosen janji2 yg  g ada bukti,luthfi_taj
janjine okeh men nmr 2 kalau jadi tenanan orapo gor cocote ae,luthfi_taj
tsj jasin waktu jd wagub pak ganjar tdk kelihatan kinerjanya dan tdk pernah tampil ke publik cuman dism duduk ditempst sy dsn klrg tetangga pd pilkada lalu pilih ganjar tsj yasin tp pilkada thn ini sy klrg dan tetangga mayoritas nu dan pkb pilih paslon no 1 andika hendi,"andika_hendi, luthfi_taj"
andika,andika_hendi
"perkasa 
sudah mantap pak andika dan pak hendi",andika_hendi
negri ya luffy kalau bicaragalak banget keliatannya  aku pilih 1 andika perkasa dan pak hendi saja,andika_hendi
di endors presiden kok bangga hhaahah di usung 15 parpol pula tapi masih mlempem,andika_hendi
ada pasangan yg terlalu manis dan banyak janji seperti sedang berhalusinasi mari jadilah pemilih yg rasional berintegritas dan cerdas bos,unknown
"utk saat ini masih tni memimpin yg di butuhkan masyarakat sampai persepsi publik membaik kepada instansi kepolisian
andika rambo perkasa utk jateng yang berkeadilan","andika_hendi, luthfi_taj"
salatiga hadir untuk pilih psangan andikahendi,andika_hendi
pak janji kok g msk logika semua serba manis apa ya  omon2 menurut penonton kalau sdh di tampuk kepemimpinan  itu g mungkin,luthfi_taj
andika hendi untuk jateng perkasa 20242029,"andika_hendi, luthfi_taj"
jateng perkasa,andika_hendi
tidak butuh puskesmas keliling pak yg di desa sudah ada pkd saja tp dokter dan bidannya yg tidak ada,unknown
tetap perkasa,andika_hendi
pilih pemimpin yg nggak bnyak program tp pilih pemimpin yg realistis aja dan baik attitudenya,unknown
_sǝ ꓵꓕɐs ꓨnosoꓘ_,unknown
mana like nya yang mendukung 01,andika_hendi
_kosong satu yes_,andika_hendi
hebat 02,luthfi_taj
no1 pak andika hendi,andika_hendi
menyala jendral,unknown
sejak kapan sambo ramah ya,luthfi_taj
"rambo vs sambo
9 2599","andika_hendi, luthfi_taj"
bismilah andika,andika_hendi
nderek gus yasin ws terbukti ora neko2 duwe remnk 01 mboh ga ngerti dwe rem opo losdoll,"andika_hendi, luthfi_taj"
27 nanti kami sekeluarga pilih 1 saja g mau mendua,"andika_hendi, luthfi_taj"
"kita kawal pak andika hendi  
yen ono bansos mengatasnamakan paslon tertentu foto terus laporke
wingi ono sing andum minyak kon mbayar limangewu",andika_hendi
paslon 02,luthfi_taj
pilih rambo,andika_hendi
pokoknya pak hendi pilihan ku 1 keluarga,andika_hendi
paslon 02,luthfi_taj
paslon 02,luthfi_taj
paslon 02,luthfi_taj
paslon dua 2,luthfi_taj
"aku dr sulsel tp ngk bisa ikut nyoblostp cm aku bisa be4doa buat pak andika
no 0n3 andikayess",andika_hendi
sik komen 95 roto roto pendukung nomer siji,unknown
5 thn dulu kemana pak yasin,luthfi_taj
5 thn dulu kemana pak yasin,luthfi_taj
no 02 debatnya hebat semoga masyarakat jateng pilih 02 aamiin,luthfi_taj
para purnawirawan polri aja pada dukung p andika,andika_hendi
ayo korea korea teruslah berjuang mencari galah yang tepat agar one day kamu akan menting,unknown
andika hendi keren,andika_hendi
"dari sekian banyak komentar terlihat jelas kan siapa sosok pemimpin terbaik yang diinginkan warga jateng 
bravo andika hendi",andika_hendi
ga masuk akal 02 kokean janji,luthfi_taj
rambo dan sambo  oke rambo no 1,"andika_hendi, luthfi_taj"
p andika mawon njih ampun kesupen coblos gambar nomer siji,andika_hendi
saya warga kalimantan dkung andika,andika_hendi
"intinya rakyat cinta tni pak andika


kali ini rakyat akan hidup semati dukung jendral kita pak andika sampai titik darah penghabisan pak",andika_hendi
moderator e keren ono mas andromeda,unknown
ayo buktikan jateng kudu due pemimpin seng serius iso ngayomi warga jateng ojo seng karbitan ya,unknown
wes to warga jateng pilih seng tentara aku wong luar jawa ae pengen milih seng tentara,unknown
pak andika 100cocok jdi gub di jateng,andika_hendi
01 all in,andika_hendi
bismillah gabus grobogan siap menangkan 01 andikahendi,andika_hendi
"presiden kita mantan tni gubernur kita pun wajib tni 

khususnya jawa tengah

tau sendiri lah tni harga mati untuk rakyat contoh nya presiden kita dr tni untuk rakyat",andika_hendi
sy sekeluarga nanti akan pilih pak andika,andika_hendi
mari kita pilih calon pemimpin yang benar2 bisa bekerja untuk jawa tengah lebih baik jangan gadaikan masa depan kita pada politik uang atau sembako,luthfi_taj
"01 mantap
02","andika_hendi, luthfi_taj"
01,andika_hendi
janji janji doang paslon no 2  ra muthu,luthfi_taj
judol masih makmur dijateng,unknown
tapi ya gak apa apa ada baiknya juga siapapun yg jadi tidak masalah secara wawasan bagus ini pak andika pak luthfi juga keren,"andika_hendi, luthfi_taj"
pak luthfi memang ok semoga allah swt meridhoi jadi gubernur jateng,luthfi_taj
sejak awal klop nya pak andika duet sama pak luthfi,"andika_hendi, luthfi_taj"
pak lutfi kalau ngomong ngegas terus yagak bisa kalem tenang  kaya pak andika,"andika_hendi, luthfi_taj"
paling ideal duet nya pak andika sama pak luthfi beliau berdua ini  chemistry nya klop sekali betul gak,"andika_hendi, luthfi_taj"
ttp andika,andika_hendi
mayoritas warga jepara 99 nderek gussemadep mantep allohumma dadidadi dadiaamiin,luthfi_taj
kami warga pemalang dukung penuh  andikahendi,andika_hendi
melihat yang lebih islami,unknown
pilih tentara saja,unknown
no 1 gubernur jateng,andika_hendi
tetep pak lutfi  karena pikiran bukan otot saja hehe,luthfi_taj
saya sekeluarga pilih figur bukan partai saya sekeluarga pilih figur tni jenderal andika perkasa yes,"andika_hendi, luthfi_taj"
pak hendi anda keren loh gagasan dan arahnya bisa di pahamin,andika_hendi
ngopeni  opo gak coyo,unknown
kudus 01,andika_hendi
sragen hader untuk andika perkasa,andika_hendi
smg pilgub jateng bpk andika yg menang,andika_hendi
andika donk,andika_hendi
setelah melihat debat 123 alhamdulillah satu keluarga sudah memutuskan uk memilih pasangan 01 bpk andika  bpk hendi,"andika_hendi, luthfi_taj"
01 menang menang menang,andika_hendi
gus yasin,luthfi_taj
jaji2 dapat ilmu dari jokowi maubina itu ke jln tol dlu patroli janji udh ga mempan jnji2 ke rakyt jateng rakyat jateng br harap pemimpin yg mampu mengayomi bukan jnji2 jln2 bosok rakyat br harf hnya pak andika yg mampu mengayomi rakyat jateng mantf,"andika_hendi, luthfi_taj"
andika hendi for jateng,andika_hendi
menangkan andika perkasa di jateng menuju pilpres 2029,"andika_hendi, luthfi_taj"
27 november 2024 yuk ke tps pilgub jngn bimbang dn ragu no 1 buka no 2 di toblos no 3 masukan ke kotak suara jos 02 gasken,"andika_hendi, luthfi_taj"
01,andika_hendi
"jateng ngopeni  dan ngelonigayeng
hayo pilih rambo apa pilih sambo","andika_hendi, luthfi_taj"
"p info fungsi debat 
ga usah debat sudah bisa di tebak mana yang di dukung istana 
mau ultramen iron men kalo lawan istana berat",unknown
dari jawa barat memandang andika hendi pemenang,andika_hendi
like komen ini untuk 01,andika_hendi
semakin jendral andhika hendi yes,andika_hendi
